operation,ID,verdor_id,name,official_name,OFFICIAL_WEBSITE,phone,DISTRICT,address,post_code,h_class,avg_waiting_time,avg_rating,created_at,uppdated_at,latitude,longitude,city,parent_id
√,216,H00025807,,上海市康桥镇社区卫生服务中心,,021 58133232,浦东新区,拯安路49号,201319,一级未评,5,5,2013-11-29 下午07:00:58,2013-12-12 上午09:42:43,31.123645,121.577632,上海市,
√,217,H00025809,,上海市浦东新区金杨社区卫生服务中心,,021 50718256,浦东新区,金杨路121号,200136,一级甲等,20,3.5,2013-11-29 下午07:00:58,2013-12-12 上午09:42:34,31.246932,121.575114,上海市,
√,219,H00025812,,上海市北新泾社区卫生服务中心,,021 62395821,长宁区,北渔路111号,200335,一级甲等,,0,2013-11-29 下午07:00:59,2013-12-12 上午09:42:38,31.215246,121.371881,上海市,
√,225,H00025826,,上海市杨浦区大桥社区卫生中心,,021 65184300,杨浦区,长阳路1389号,200090,一级未评,,0,2013-11-29 下午07:01:01,2013-12-12 上午09:42:38,31.267232,121.529122,上海市,
√,228,H00025828,,上海市杨浦区长白社区卫生服务中心,,,杨浦区,延吉东路200,200093,一级未评,,0,2013-11-29 下午07:01:02,2013-12-12 上午09:42:35,31.2903862,121.5432828,上海市,
√,133,H00025835,,上海市杨浦区市东医院民星分院,,021 55780749,杨浦区,民星路574号,200438,一级未评,,0,2013-11-29 下午07:00:24,2013-12-20 上午09:28:58,31.312784,121.532227,上海市,134
√,236,H00025838,,上海市嘉定区迎园医院,,021 59995539,嘉定区,墅沟路400号,201822,一级未评,,0,2013-11-29 下午07:01:05,2013-12-12 上午09:42:38,31.3793196,121.2708254,上海市,
√,241,H00037113,,上海市闸北区宝山街道社区卫生服务中心,,021 56629856,闸北区,天通庵路51号,200071,一级甲等,0,4.33,2013-11-29 下午07:01:09,2013-12-12 上午09:42:43,31.2571781,121.4689862,上海市,
√,243,H00037114,,上海市闸北区北站街道社区卫生服务中心,,021 63060871,闸北区,海宁路1020号,200071,一级甲等,,0,2013-11-29 下午07:01:10,2013-12-12 上午09:42:38,31.2458111,121.4748532,上海市,
√,244,H00037115,,上海市闸北区彭浦镇社区卫生服务中心,,021 56651889,闸北区,灵石路789号,200072,一级甲等,,0,2013-11-29 下午07:01:10,2013-12-12 上午09:42:38,31.2820214,121.4378822,上海市,
√,245,H00037116,,上海市长宁区江苏街道社区卫生服务中心,,021 62521553,长宁区,武夷路320号,200050,一级甲等,7,4.72,2013-11-29 下午07:01:10,2013-12-12 上午09:42:38,31.213172,121.4241114,上海市,
√,246,H00037117,,上海市杨浦区五角场社区卫生服务中心,,021 55396269,杨浦区,纪念路100号,200433,一级未评,,0,2013-11-29 下午07:01:11,2013-12-12 上午09:42:38,31.2993269,121.4923593,上海市,
√,247,H00037120,,上海市虹口区四川北路街道社区卫生服务中心,,021 51536085,虹口区,塘沽路300号,200080,一级甲等,10,3.71,2013-11-29 下午07:01:11,2013-12-12 上午09:42:38,31.2480721,121.4893446,上海市,
√,249,H00037122,,上海市临汾社区卫生服务中心,,021 56831110,闸北区,临汾路385号,200435,一级未评,,0,2013-11-29 下午07:01:12,2013-12-12 上午09:42:34,31.310782,121.458351,上海市,
√,250,H00037123,,上海市闸北区大宁社区卫生服务中心,,021 56339696,闸北区,广延路101号,200072,一级未评,,0,2013-11-29 下午07:01:12,2013-12-12 上午09:42:38,31.2734868,121.456765,上海市,
√,251,H00037124,,上海市杨浦区殷行社区卫生服务中心,,021 65320658,杨浦区,殷行路429号,200438,一级未评,,0,2013-11-29 下午07:01:13,2013-12-12 上午09:42:34,31.3282275,121.537837,上海市,
√,253,H00037125,,上海市杨浦区延吉社区卫生服务中心,,021 65301504,杨浦区,水丰路383号,200093,一级甲等,,0,2013-11-29 下午07:01:13,2013-12-12 上午09:42:38,31.2888406,121.5374013,上海市,
√,254,H00037126,,上海市杨浦区四平社区卫生服务中心,,021 65134932,杨浦区,铁岭路39号,200092,一级未评,,0,2013-11-29 下午07:01:14,2013-12-12 上午09:42:42,31.2776137,121.5144859,上海市,
√,255,H00037127,,上海市杨浦区江浦社区卫生服务中心,,021 65155354,杨浦区,许昌路1482号,200092,一级未评,,0,2013-11-29 下午07:01:14,2013-12-12 上午09:42:38,31.2710719,121.513253,上海市,
√,256,H00037128,,上海市杨浦区定海社区卫生服务中心,,021 65665959,杨浦区,爱国路77号,200090,一级甲等,,0,2013-11-29 下午07:01:14,2013-12-12 上午09:42:38,31.2783929,121.5523361,上海市,
√,257,H00037129,,上海市普陀区宜川街道社区卫生服务中心,,021 56096836,普陀区,骊山路43号,200065,一级甲等,10,3.67,2013-11-29 下午07:01:15,2013-12-12 上午09:42:38,31.2593668,121.4444255,上海市,
√,258,H00037130,,上海市普陀区石泉街道社区卫生服务中心,,021 62148606,普陀区,管弄路297号,200061,一级甲等,,0,2013-11-29 下午07:01:15,2013-12-12 上午09:42:38,31.2547797,121.4239583,上海市,
√,259,H00037131,,上海市普陀区甘泉街道社区卫生服务中心,,021 56077640,普陀区,平利路57号,200065,一级甲等,,0,2013-11-29 下午07:01:15,2013-12-12 上午09:42:38,31.2699378,121.4282197,上海市,
√,263,H00037132,,上海市普陀区长征镇社区卫生服务中心,,021 52699189,普陀区,千阳路209号,200333,一级甲等,15,5,2013-11-29 下午07:01:17,2013-12-12 上午09:42:38,31.2329281,121.3698829,上海市,
√,265,H00037133,,上海市普陀区长寿社区卫生服务中心,,021 62993717,普陀区,长寿路505号,200060,一级甲等,10,4.33,2013-11-29 下午07:01:17,2013-12-12 上午09:42:38,31.2381696,121.4355838,上海市,
√,266,H00037134,,上海市普陀区长风街道长风社区卫生服务中心,,,普陀区,金沙江路906号,200062,一级甲等,15,4,2013-11-29 下午07:01:18,2013-12-12 上午09:42:43,31.2319229,121.3969906,上海市,
√,267,H00037135,,上海市普陀区长风街道白玉社区卫生服务中心,,021 62440505,普陀区,曹杨路421号,200063,一级甲等,12,4.22,2013-11-29 下午07:01:18,2013-12-12 上午09:42:38,31.2360498,121.4201196,上海市,
√,269,H00037136,,上海市普陀区曹杨街道社区卫生服务中心,"普陀区曹杨红十字地段医院,",021 62164506,普陀区,兰溪路121号,200062,一级甲等,,0,2013-11-29 下午07:01:19,2013-12-12 上午09:42:35,31.2385437,121.4065689,上海市,
√,273,H00037137,,上海市闵行区颛桥镇社区卫生服务中心,,021 64890167,闵行区,春光路742号,201108,一级甲等,,0,2013-11-29 下午07:01:21,2013-12-12 上午09:42:38,31.0670134,121.3977589,上海市,
√,274,H00037138,,上海市闵行区莘庄社区卫生服务中心,,021 64133106,闵行区,水清路1099号,201100,一级甲等,15,3.86,2013-11-29 下午07:01:21,2013-12-12 上午09:42:34,31.1281256,121.3748123,上海市,
√,275,H00037139,,上海市闵行区梅陇社区卫生服务中心,,021 64101425,闵行区,景彩路100号,201100,一级甲等,,0,2013-11-29 下午07:01:21,2013-12-12 上午09:42:38,31.1208574,121.4019957,上海市,
√,276,H00037140,上海市闵行区龙柏社区卫生服务中心,上海市闵行区龙柏医院,,021 54760410,闵行区,航东路608号,201105,一级甲等,10,4.64,2013-11-29 下午07:01:22,2013-12-12 上午09:42:34,31.176261,121.364677,上海市,669
√,277,H00037141,,上海市闵行区江川社区卫生服务中心,,021 64356116,闵行区,沪闵路63号,200240,一级甲等,,0,2013-11-29 下午07:01:22,2013-12-12 上午09:42:38,31.1389002,121.4095131,上海市,
√,278,H00037142,,上海市静安区石门二路街道社区卫生服务中心,,021 62583124,静安区,山海关路456号,200041,一级甲等,10,2.71,2013-11-29 下午07:01:22,2013-12-12 上午09:42:34,31.235012,121.461466,上海市,
√,279,H00037143,,上海市静安区南京西路街道社区卫生服务中心,,021 63182117,静安区,成都北路165号,200041,一级甲等,8,3.81,2013-11-29 下午07:01:23,2013-12-12 上午09:42:38,31.2324911,121.4665603,上海市,
√,281,H00037144,,上海市静安区静安寺街道社区卫生服务中心,,021 62176060,静安区,新闸路1729号,200040,一级甲等,11,4.46,2013-11-29 下午07:01:23,2013-12-12 上午09:42:38,31.2287027,121.4450687,上海市,
√,282,H00037145,,上海市江宁社区卫生服务中心,,021 54033820,静安区,康定路733号,200040,一级甲等,10,4.67,2013-11-29 下午07:01:24,2013-12-12 上午09:42:38,31.232001,121.4428839,上海市,
√,284,H00037146,,上海市静安区曹家渡街道社区卫生服务中心,,021 62268811,静安区,昌平路1042号,200042,一级甲等,30,0,2013-11-29 下午07:01:24,2013-12-12 上午09:42:38,31.2308701,121.4344048,上海市,
√,286,H00037147,,上海市虹口区欧阳路街道社区卫生服务中心,,021 56961317,虹口区,欧阳路149号,200081,一级甲等,12,4.5,2013-11-29 下午07:01:25,2013-12-12 上午09:42:38,31.2666085,121.4887417,上海市,
√,288,H00037148,,上海市虹口区嘉兴路街道社区卫生服务中心,,021 65458985,虹口区,胡家市桥路41号,200080,一级甲等,5,5,2013-11-29 下午07:01:26,2013-12-12 上午09:42:38,31.2610433,121.4941926,上海市,
√,289,H00037149,,上海市长宁区周家桥街道社区卫生服务中心,,021 52729595,长宁区,长宁路1700号,200051,一级甲等,,0,2013-11-29 下午07:01:26,2013-12-12 上午09:42:38,31.2176496,121.4061805,上海市,
√,290,H00037150,,上海市长宁区新华街道社区卫生服务中心,,021 62801512,长宁区,华山路1467号,200052,一级甲等,,0,2013-11-29 下午07:01:27,2013-12-12 上午09:42:38,31.2061286,121.4335139,上海市,
√,291,H00037151,,凉城地段医院,,021 65291853,虹口区,凉城路854号,200434,一级甲等,,0,2013-11-29 下午07:01:27,2013-12-12 上午09:42:38,31.2986483,121.4711542,上海市,
√,296,H00037159,,上海市真如镇社区卫生服务中心,,021 62656672,普陀区,真如西村115号,200333,一级甲等,6,4.5,2013-11-29 下午07:01:29,2013-12-12 上午09:42:43,31.246011,121.398434,上海市,
√,300,H00037160,,上海市闸北区芷江西路街道社区卫生服务中心,,021 56629125,闸北区,芷江西路335号,200070,一级甲等,,0,2013-11-29 下午07:01:30,2013-12-12 上午09:42:38,31.2571716,121.4596701,上海市,
√,301,H00037161,,上海市杨浦区平凉社区卫生服务中心,,021 65454969,杨浦区,杨树浦路713号,200092,一级甲等,,0,2013-11-29 下午07:01:30,2013-12-12 上午09:42:38,31.2524983,121.5242604,上海市,
√,303,H00037162,,上海市金山区山阳卫生院,,021 57241224,金山区,山阳镇山阳向阳路88号,201508,一级甲等,15,3,2013-11-29 下午07:01:31,2013-12-12 上午09:42:38,30.7668342,121.3749462,上海市,
√,304,H00037163,,上海市嘉定区嘉定镇街道社区卫生服务中心,,021 595302206,嘉定区,嘉定镇塔城路702号,201800,一级未评,,0,2013-11-29 下午07:01:31,2013-12-12 上午09:42:38,31.3734919,121.2400063,上海市,
√,305,H00037164,,上海市黄浦区豫园街道社区卫生服务中心,,021 23210505,黄浦区,中华路1525号,200010,一级甲等,,0,2013-11-29 下午07:01:32,2013-12-12 上午09:42:38,31.2197148,121.4847195,上海市,
√,306,H00037165,,上海市黄浦区小东门街道社区卫生服务中心,,021 63770202,黄浦区,南仓街97号,200011,一级甲等,,0,2013-11-29 下午07:01:32,2013-12-12 上午09:42:38,31.21415,121.500741,上海市,
√,307,H00037166,,上海市黄浦区南京东路街道社区卫生服务中心,,021 63274674,静安区,北京西路112号,200003,一级甲等,40,4.93,2013-11-29 下午07:01:33,2013-12-12 上午09:42:38,31.2367439,121.4713997,上海市,
√,308,H00037167,,上海市黄浦区老西门街道社区卫生服务中心,,021 63779907,黄浦区,学前街80号,200011,一级甲等,,0,2013-11-29 下午07:01:33,2013-12-12 上午09:42:43,31.347248,121.586121,上海市,
√,310,H00037168,,上海市黄浦区半淞园街道社区卫生服务中心,,021 53072255,黄浦区,西藏南路1635号,200011,一级甲等,45,4.57,2013-11-29 下午07:01:34,2013-12-12 上午09:42:38,31.2005319,121.4904149,上海市,
√,311,H00037189,,上海市长宁区遵义社区卫生服务中心,,021 32091865,长宁区,虹桥路961弄4号,200051,一级甲等,5,5,2013-11-29 下午07:01:34,2013-12-12 上午09:42:34,31.1959794,121.4185505,上海市,
√,312,H00037190,,上海市长宁区仙霞社区卫生服务中心,,021 62590091,长宁区,芙蓉江路140号,200336,一级甲等,,0,2013-11-29 下午07:01:34,2013-12-12 上午09:42:38,31.208464,121.39535,上海市,
√,313,H00037191,,上海市宝山区大场镇第三社区卫生服务中心,,021 56680227,宝山区,环镇北路357号,200436,一级未评,,0,2013-11-29 下午07:01:35,2013-12-20 上午09:20:48,31.3080719,121.4089567,上海市,
√,316,H00037228,,上海市闸北区天目西街道社区卫生服务中心,,021 63540602,闸北区,梅园路111号,200070,一级未评,,0,2013-11-29 下午07:01:36,2013-12-12 上午09:42:38,31.2429748,121.4587711,上海市,
√,317,H00037229,,上海市闸北区虬江老年护理医院,,021 56622027,闸北区,虬江路1288号,200070,一级乙等,,0,2013-11-29 下午07:01:36,2013-12-12 上午09:42:38,31.2499891,121.4683859,上海市,
√,320,H00037234,,上海市金山区石化社区卫生服务中心,,021 57970127,金山区,石化象州路12号,200540,一级未评,25,4.41,2013-11-29 下午07:01:37,2013-12-12 上午09:42:38,30.7112142,121.3506691,上海市,
√,321,H00037288,,上海市徐汇区康健街道社区卫生服务中心,,021 54181223,徐汇区,江安路88号,200233,一级甲等,,0,2013-11-29 下午07:01:37,2013-12-12 上午09:42:39,31.1483534,121.4144176,上海市,
√,326,H00037289,,上海市周家渡地段医院,,021 58839267,浦东新区,上南南村137号,200126,一级甲等,,0,2013-11-29 下午07:01:39,2013-12-12 上午09:42:43,31.178123,121.499349,上海市,
√,327,H00037290,,上海市浦东新区潍坊社区卫生服务中心,,021 58204665,浦东新区,崂山东路639号,200122,一级甲等,5,5,2013-11-29 下午07:01:39,2013-12-12 上午09:42:35,31.2235539,121.5243982,上海市,
√,328,H00037293,,上海市普陀区桃浦镇社区卫生服务中心,,021 66260808,普陀区,雪松路302号,200331,一级未评,,0,2013-11-29 下午07:01:40,2013-12-12 上午09:42:39,31.281849,121.3542351,上海市,
√,337,H00037294,,上海市闵行区吴泾社区卫生服务中心,,021 34305966,闵行区,北吴路448号,201109,一级甲等,15,3,2013-11-29 下午07:01:43,2013-12-12 上午09:42:35,31.056225,121.443296,上海市,
√,338,H00037295,,上海市闵行区浦江社区卫生服务中心,,021 64110433,闵行区,三鲁路2689号,201112,一级甲等,,0,2013-11-29 下午07:01:43,2013-12-12 上午09:42:39,31.0695533,121.5252069,上海市,
√,340,H00037296,,上海市闵行区古美社区卫生服务中心,,021 54165569,闵行区,龙落路688号,201109,一级甲等,,0,2013-11-29 下午07:01:44,2013-12-12 上午09:42:39,31.230416,121.473701,上海市,
√,341,H00037297,,上海市宝山区友谊社区卫生服务中心,,021 56107044,宝山区,宝杨路333号,201900,一级甲等,26,3.83,2013-11-29 下午07:01:44,2013-12-12 上午09:42:43,31.401377,121.495745,上海市,
√,342,H00037298,,上海市闵行区七宝社区卫生服务中心,,021 64781051,闵行区,富强街94号,201101,一级甲等,,0,2013-11-29 下午07:01:45,2013-12-12 上午09:42:35,31.1500932,121.3531334,上海市,
√,344,H00037299,,闵行区马桥社区卫生服务中心,,021 64090051,闵行区,马桥镇北松路1422号,201111,一级甲等,,0,2013-11-29 下午07:01:45,2013-12-12 上午09:42:39,31.0319102,121.3817089,上海市,
√,345,H00037302,,泗塘社区卫生服务中心,,021 56757570,宝山区,虎林路439号,200431,一级甲等,,0,2013-11-29 下午07:01:46,2013-12-12 上午09:42:39,31.3372797,121.4577698,上海市,
√,346,H00037303,,上海市徐汇区天平街道社区卫生服务中心,,021 64319642,徐汇区,太原路110号,200031,一级甲等,,0,2013-11-29 下午07:01:46,2013-12-12 上午09:42:39,31.2069223,121.4548453,上海市,
√,348,H00037304,,上海市徐汇区凌云街道社区卫生服务中心,,021 64774811,徐汇区,凌云路99号,200237,一级未评,,0,2013-11-29 下午07:01:47,2013-12-12 上午09:42:39,31.132154,121.42197,上海市,
√,349,H00037305,,上海市徐汇区虹梅街道社区卫生服务中心,,021 54486140,徐汇区,虹梅路1501号,200233,一级未评,,0,2013-11-29 下午07:01:47,2013-12-12 上午09:42:39,31.168459,121.3986827,上海市,
√,350,H00037306,,上海市徐汇区漕溪北路地段医院,,021 64380568,徐汇区,天平路252号,200030,一级甲等,13,4.18,2013-11-29 下午07:01:48,2013-12-12 上午09:42:39,31.1976506,121.4388544,上海市,
√,351,H00037307,,上海市徐汇区漕河泾街道社区卫生服务中心,,021 54113581,徐汇区,石龙路581号,200237,一级甲等,,0,2013-11-29 下午07:01:48,2013-12-12 上午09:42:35,31.1532625,121.4352578,上海市,
√,352,H00037308,,上海市卢湾区瑞金二路街道社区卫生服务中心,,021 54653032,卢湾区,陕西南路147号,200020,一级甲等,43,4.29,2013-11-29 下午07:01:48,2013-12-12 上午09:42:43,31.2148957,121.4599814,上海市,
√,353,H00037309,,上海市卢湾区淮海中路街道社区卫生服务中心,,021 63858244,卢湾区,淡水路285号,200025,一级甲等,5,3,2013-11-29 下午07:01:48,2013-12-12 上午09:42:39,31.2147578,121.4735489,上海市,
√,354,H00037310,,上海市卢湾区打浦桥街道社区卫生服务中心,,021 63059595,卢湾区,丽园路712号,200023,一级甲等,,0,2013-11-29 下午07:01:49,2013-12-12 上午09:42:39,31.2070062,121.4788664,上海市,
√,355,H00037311,,上海市金山区张堰镇社区卫生服务中心,,021 57213280,金山区,张堰镇大街111号,201514,一级甲等,,0,2013-11-29 下午07:01:49,2013-12-12 上午09:42:35,30.811026,121.306347,上海市,
√,356,H00037312,,上海市金山区廊下镇卫生院,,021 57391353,金山区,廊下镇金张支路2027号,201516,一级甲等,5,5,2013-11-29 下午07:01:50,2013-12-12 上午09:42:39,30.790003,121.192914,上海市,
√,357,H00037313,,上海金山工业区社区卫生服务中心,,021 57270790,金山区,朱行镇市西街23号,201506,一级甲等,,0,2013-11-29 下午07:01:50,2013-12-12 上午09:42:39,30.847153,121.3365681,上海市,
√,358,H00037316,,上海市浦东新区塘桥社区卫生服务中心,,021 58750211,浦东新区,浦建路131号,200127,一级甲等,31,4.18,2013-11-29 下午07:01:50,2013-12-12 上午09:42:39,31.2085539,121.5218179,上海市,
√,359,H00037317,,上海市浦东新区孙桥社区卫生服务中心,,021 58570409,浦东新区,孙桥镇横沔港路274号,201203,一级乙等,21,4.86,2013-11-29 下午07:01:51,2013-12-12 上午09:42:39,31.1754311,121.6330871,上海市,
√,360,H00037318,,上海市浦东新区上钢社区卫生服务中心,,021 58836762,浦东新区,昌星路360号,200126,一级甲等,,0,2013-11-29 下午07:01:51,2013-12-12 上午09:42:39,31.230416,121.473701,上海市,
√,361,H00037319,,上海市浦东新区三林社区卫生服务中心,,,浦东新区,三林路375号,200124,一级甲等,15,4,2013-11-29 下午07:01:51,2013-12-12 上午09:42:43,31.1388852,121.4991213,上海市,
√,362,H00037320,,上海市浦东新区花木社区卫生服务中心,,021 68450808,浦东新区,花木镇玉兰路96号,201204,一级甲等,,0,2013-11-29 下午07:01:52,2013-12-12 上午09:42:39,31.2044755,121.5485902,上海市,
√,363,H00037321,,上海市浦东新区沪东社区卫生服务中心,,021 58464269,浦东新区,莱阳路512号,200129,一级甲等,5,5,2013-11-29 下午07:01:52,2013-12-12 上午09:42:39,31.3165056,121.5830734,上海市,
√,364,H00037322,,上海市浦东新区北蔡社区卫生服务中心,,021 58912995,浦东新区,浦东莲园271号,201204,一级甲等,15,3.33,2013-11-29 下午07:01:53,2013-12-12 上午09:42:35,31.18514,121.5533986,上海市,
√,366,H00037323,,上海市浦东新区陆家嘴社区卫生服务中心,,021 58303066,浦东新区,乳山路235弄1号,200120,一级甲等,,0,2013-11-29 下午07:01:53,2013-12-12 上午09:42:39,31.2379945,121.5267115,上海市,
√,367,H00037324,,上海市浦东新区张江社区卫生服务中心,,021 33920190,浦东新区,益江路458号,201203,一级甲等,,0,2013-11-29 下午07:01:53,2013-12-12 上午09:42:39,31.1973751,121.6266821,上海市,
√,368,H00037328,,上海市宝山区大场社区卫生服务中心,,021 66352148,宝山区,汶水路1662号,200442,一级未评,,0,2013-11-29 下午07:01:54,2013-12-12 上午09:42:39,31.287242,121.41717,上海市,
√,369,H00037329,,上海市青浦区重固镇社区卫生服务中心,,021 59781316,青浦区,重固镇大街1055号,201706,一级甲等,,0,2013-11-29 下午07:01:54,2013-12-12 上午09:42:39,31.2023102,121.1800094,上海市,
√,370,H00037330,,上海市青浦区华新镇卫生院,,021 59791740,青浦区,华新镇华志路800号,201708,一级甲等,,0,2013-11-29 下午07:01:54,2013-12-12 上午09:42:39,31.231902,121.2259319,上海市,
√,373,H00037374,,上海市宝山区凇南社区卫生服务中心,,021 56141153,宝山区,淞良路301号,200441,一级甲等,,0,2013-11-29 下午07:01:56,2013-12-12 上午09:42:43,31.3397569,121.4895229,上海市,
√,374,H00037375,,上海市徐汇区华泾镇街道社区卫生服务中心,,021 64962403,徐汇区,建华路180号,200231,一级未评,,0,2013-11-29 下午07:01:56,2013-12-12 上午09:42:39,31.1209486,121.444497,上海市,
√,375,H00037376,,上海市徐汇区长桥街道社区卫生服务中心,,021 64530038,徐汇区,龙川北路9号,200231,一级甲等,,0,2013-11-29 下午07:01:56,2013-12-12 上午09:42:39,31.1391224,121.4402767,上海市,
√,376,H00037377,,上海市浦东新区黄楼卫生院,,021 58941126,浦东新区,川周公路6215号,201205,一级甲等,,0,2013-11-29 下午07:01:57,2013-12-12 上午09:42:39,31.230416,121.473701,上海市,
√,377,H00037378,,上海市南汇区老港镇社区卫生服务中心,,021 58051336,浦东新区,老港镇鑫盛路13号,201302,一级甲等,,0,2013-11-29 下午07:01:57,2013-12-12 上午09:42:35,31.039586,121.838671,上海市,
√,378,H00037380,,上海市南汇区大团镇社区卫生服务中心,,021 58082059,浦东新区,永定南路169号,201311,一级甲等,,0,2013-11-29 下午07:01:57,2013-12-12 上午09:42:39,30.9720737,121.7405714,上海市,
√,379,H00037381,,上海市杨浦区控江社区卫生服务中心,,021 65021128,杨浦区,延吉西路100号,200434,一级甲等,,0,2013-11-29 下午07:01:58,2013-12-12 上午09:42:39,31.2801868,121.5210553,上海市,
√,380,H00037382,,上海市长宁区华阳街道社区卫生服务中心,,021 62522350,长宁区,华阳路292号,200042,一级甲等,,0,2013-11-29 下午07:01:58,2013-12-12 上午09:42:39,31.222011,121.4236689,上海市,
√,381,H00037383,,上海市闵行区虹桥社区卫生服务中心,,021 64060017,闵行区,吴中路829号,201103,一级甲等,0,4.86,2013-11-29 下午07:01:58,2013-12-12 上午09:42:39,31.1795273,121.3922791,上海市,
√,382,H00037411,,上海市长宁区程家桥街道社区卫生服务中心,,021 62685228,长宁区,延安西路3499号,200335,一级甲等,,0,2013-11-29 下午07:01:59,2013-12-20 上午09:27:36,31.2095734,121.4222347,上海市,
√,383,H00037427,,上海市新泾镇社区卫生服务中心,,021 52600276,长宁区,淞虹路507号,200335,一级甲等,10,4,2013-11-29 下午07:01:59,2013-12-12 上午09:42:39,31.2152405,121.3609533,上海市,
√,385,H00038320,,上海市黄浦区外滩街道社区卫生服务中心,,021 63221183,黄浦区,宁波路321号,200011,一级甲等,,0,2013-11-29 下午07:02:00,2013-12-12 上午09:42:39,31.2384592,121.4811092,上海市,
√,386,H00038321,,上海市闵行区华漕社区卫生服务中心,,021 62200729,闵行区,华漕镇诸瞿保乐路2号,201100,一级未评,,0,2013-11-29 下午07:02:00,2013-12-12 上午09:42:39,31.207751,121.293545,上海市,
√,387,H00038330,,上海市南汇区祝桥镇社区卫生服务中心,,021 58102150,浦东新区,祝桥镇老川南奉公路5009号,201300,一级甲等,,0,2013-11-29 下午07:02:00,2013-12-12 上午09:42:35,31.115215,121.757109,上海市,
√,388,H00038331,,上海市南汇区周浦镇社区卫生服务中心,,,浦东新区,周浦镇沈梅东路163号,201300,一级甲等,5,3.93,2013-11-29 下午07:02:01,2013-12-12 上午09:42:39,31.09288,121.585326,上海市,
√,390,H00045467,,上海市民办彭江医院,,021 56652799,闸北区,彭江路51号,200072,一级未评,5,5,2013-11-29 下午07:02:01,2013-12-12 上午09:42:39,31.284604,121.460005,上海市,
√,391,H00046254,,上海市曲阳街道社区卫生服务中心,,021 65536138,虹口区,巴林路78号,200082,一级未评,,0,2013-11-29 下午07:02:02,2013-12-12 上午09:42:39,31.288287,121.494582,上海市,
√,392,H00046255,,上海市浦东新区浦兴社区卫生服务中心,,021 68712070,浦东新区,归昌路250号,201200,一级甲等,10,3.38,2013-11-29 下午07:02:02,2013-12-12 上午09:42:39,31.277551,121.598271,上海市,
√,393,H00046260,,上海市浦东新区东明社区卫生服务中心,,021 50836475,浦东新区,环林东街555弄,201200,一级未评,,0,2013-11-29 下午07:02:02,2013-12-12 上午09:42:39,31.1445897,121.5293276,上海市,
√,395,H00046262,,上海市奉贤区南桥镇社区卫生服务中心,,021 57434321,奉贤区,吴塘路480号,201400,一级未评,,0,2013-11-29 下午07:02:03,2013-12-12 上午09:42:35,30.9612646,121.4468695,上海市,
√,398,H00046263,,上海市奉贤区庄行镇社区卫生服务中心,,021 57467995,奉贤区,南亭公路3037号,201415,一级甲等,,0,2013-11-29 下午07:02:04,2013-12-12 上午09:42:35,30.9030338,121.3956872,上海市,
√,399,H00046264,,上海市奉贤区金汇镇社区卫生服务中心,,021 57483329,奉贤区,金汇镇金钱公路其他755号,201400,一级甲等,,0,2013-11-29 下午07:02:04,2013-12-12 上午09:42:39,30.9769801,121.5015629,上海市,
√,401,H00046266,,上海市奉贤区奉城镇卫生服务中心,,021 57131233,奉贤区,奉城镇洪庙洪运路11号,201409,一级甲等,,0,2013-11-29 下午07:02:05,2013-12-12 上午09:42:35,30.9219458,121.6877432,上海市,
√,402,H00046267,,上海市青浦区盈浦街道社区卫生服务中心,,021 59200199,青浦区,盈福路50号,201532,一级甲等,,0,2013-11-29 下午07:02:05,2013-12-12 上午09:42:39,31.157036,121.103572,上海市,
√,405,H00046268,,上海市青浦区香花桥街道社区卫生服务中心,,021 59221289,青浦区,新桥路1195弄1号,201532,一级甲等,2,4.17,2013-11-29 下午07:02:06,2013-12-12 上午09:42:39,31.2123665,121.091869,上海市,
√,406,H00046269,,上海市青浦区练塘镇社区卫生服务中心,,021 59256110,青浦区,练塘镇朱枫公路3619号,201715,一级甲等,15,4,2013-11-29 下午07:02:07,2013-12-12 上午09:42:39,31.0233008,121.0529743,上海市,
√,407,H00046270,,上海市青浦区金泽镇社区卫生服务中心,,021 59261980,青浦区,金泽镇培育路271号,201715,一级甲等,9,4.18,2013-11-29 下午07:02:07,2013-12-12 上午09:42:39,31.0356255,120.9246517,上海市,
√,411,H00046271,,上海市青浦区白鹤镇卫生服务中心,,021 59740132,青浦区,白鹤镇外青松路2961号,201532,一级甲等,10,3.33,2013-11-29 下午07:02:08,2013-12-12 上午09:42:43,31.2549934,121.1397806,上海市,
√,412,H00046272,,上海市青浦区赵巷镇社区卫生服务中心,,,青浦区,赵中路69号,201532,一级甲等,,0,2013-11-29 下午07:02:09,2013-12-12 上午09:42:39,31.15188,121.194532,上海市,
√,413,H00046273,,上海市青浦区徐泾镇社区卫生服务中心,,021 59760031,青浦区,徐民路1088号,201532,一级甲等,,0,2013-11-29 下午07:02:09,2013-12-12 上午09:42:39,31.175984,121.271263,上海市,
√,414,H00046276,,上海市强生职工医院,,021 51185360,黄浦区,外马路984号,200010,一级未评,,0,2013-11-29 下午07:02:09,2013-12-12 上午09:42:39,31.211839,121.50695,上海市,
√,415,H00046277,,提篮桥街道社区卫生服务中心,,021 35100209,虹口区,霍山路327号,200082,一级未评,30,2.67,2013-11-29 下午07:02:10,2013-12-12 上午09:42:39,31.256264,121.513768,上海市,
