id,vendor_id,name,official_name,address,phone,post_code,h_class,avg_waiting_time,avg_rating,created_at,updated_at,latitude,longitude,city,parent_id,website,district,gbi_id,ownership
469,H00127706,,宝山区顾村镇社区卫生服务中心共富社区卫生服务站,共富二路120号,021 33701879,200431,一级未评,,0,2013-11-30 03:02:31 +0800,2015-02-17 17:39:20 +0800,31.3456546,121.4248369,上海市,470,,宝山区,,
470,H00125503,,宝山区顾村镇社区卫生服务中心,太河西路3369号,021 56043574,200431,一级未评,,0,2013-11-30 03:02:31 +0800,2015-02-17 17:39:19 +0800,31.230416,121.473701,上海市,,,宝山区,,
471,H00125507,823,上海康平医院,通州路35号,021 65350452,200080,二级甲等,10,5,2013-11-30 03:02:32 +0800,2015-02-17 17:39:14 +0800,31.254593,121.498741,上海市,,,虹口区,,
473,H00125536,,美华妇儿服务,华山路800弄丁香公寓6号裙楼3楼,021 62102299,200042,私立,35,4.29,2013-11-30 03:02:32 +0800,2015-02-17 17:39:23 +0800,31.2139706,121.4393544,上海市,,,长宁区,,
474,H00125563,828,宝山区盛桥地段医院,盛桥一村26号,021 56153656,200431,一级未评,,0,2013-11-30 03:02:33 +0800,2015-02-17 17:39:19 +0800,31.452152,121.402684,上海市,,,宝山区,,
475,H00125573,242,宝山路街道社区卫生服务中心,宝源路124号,021 59450610,200431,一级甲等,,0,2013-11-30 03:02:33 +0800,2015-02-17 17:39:19 +0800,31.255472,121.47872,上海市,,,宝山区,,
476,H00125574,,上海威瑞(金桥)涉外医疗中心,碧云路1228号,021 50301699,200336,未评定,10,4.72,2013-11-30 03:02:33 +0800,2015-02-17 17:39:23 +0800,31.243095,121.590026,上海市,,,长宁区,,
477,H00125609,,上海瑞祥门诊部,虹桥路2258号,021 62424244,200042,未评定,18,4.18,2013-11-30 03:02:34 +0800,2015-02-17 17:39:23 +0800,31.193075,121.378267,上海市,,,长宁区,,
478,H00125614,,上海真爱女子医院,延安西路934号,021 62265684,200042,未评定,,0,2013-11-30 03:02:34 +0800,2015-02-17 17:39:23 +0800,31.2014966,121.4023337,上海市,,,长宁区,,
479,H00125615,,上海瑞浦门诊部,金桥红枫路51号,021 64455999,201206,未评定,,0,2013-11-30 03:02:34 +0800,2015-02-17 17:39:23 +0800,31.245257,121.588153,上海市,,,浦东新区,,
480,H00125641,,圣安儿童医疗中心,伊犁南路85号,021 54776480,200240,未评定,,0,2013-11-30 03:02:35 +0800,2015-02-17 17:39:23 +0800,31.19044,121.403957,上海市,,,闵行区,,
481,H00125646,,城桥镇社区卫生服务中心,城桥镇309,021 69620391,202150,一级未评,,0,2013-11-30 03:02:35 +0800,2015-02-17 17:39:19 +0800,31.1851386,121.5698578,上海市,,,崇明县,,
482,H00125701,,崇明县向化镇卫生院,向化大街195号,021 59443424,201500,未评定,,0,2013-11-30 03:02:35 +0800,2015-02-17 17:39:23 +0800,31.522365,121.722531,上海市,,,崇明县,,
483,H00125716,,上海市嘉定区大宅综合门诊部,华江路666弄67号,021 59141015,201800,一级未评,,0,2013-11-30 03:02:36 +0800,2015-02-17 17:39:19 +0800,31.2500536,121.3271537,上海市,,,嘉定区,,
484,H00125726,,上海银都中医门诊部,莘朱路190号,54155575,200240,未评定,,0,2013-11-30 03:02:36 +0800,2015-02-17 17:39:23 +0800,31.107852,121.385479,上海市,,,闵行区,,
485,H00125731,,上海市世博家园门诊部,浦驰路52号,34501500,200240,一级未评,,0,2013-11-30 03:02:36 +0800,2015-02-17 17:39:19 +0800,31.071954,121.503638,上海市,,,闵行区,,
486,H00125746,,上海港联门诊部,浦东南路1525号,50813627,200120,未评定,,0,2013-11-30 03:02:37 +0800,2015-02-17 17:39:23 +0800,31.220828,121.518788,上海市,,,浦东新区,,
487,G92063627,951,崇明县新河镇社区卫生服务中心,新河镇康复路219号,59681559,201500,一级未评,,0,2013-11-30 03:02:37 +0800,2015-03-05 16:01:33 +0800,31.579035,121.52354,上海市,,,崇明县,92063627,0
488,H00125797,,上海市杨浦区民办大柏树门诊部,政立路788号,021 65913991,200082,一级未评,,0,2013-11-30 03:02:37 +0800,2015-02-17 17:39:19 +0800,31.3079397,121.4959787,上海市,,,杨浦区,,
489,H00125812,,塘外卫生院,丰柘公路941号,57174407,201401,一级甲等,,0,2013-11-30 03:02:38 +0800,2015-02-17 17:39:19 +0800,30.8973433,121.6150791,上海市,,,奉贤区,,
490,H00125823,,上海樱华门诊部,凯旋北路2558号,62099820,200042,未评定,13,4,2013-11-30 03:02:38 +0800,2015-02-17 17:39:23 +0800,31.2406507,121.4198922,上海市,,,长宁区,,
491,H00125872,,上海御康医院,沪南公路2441弄1号,68937036,201204,一级未评,5,4.33,2013-11-30 03:02:38 +0800,2015-02-17 17:39:19 +0800,31.0376134,121.7104309,上海市,,,浦东新区,,
492,H00125879,,上海新医联门诊部,四平路953号,65525489,200082,一级未评,,0,2013-11-30 03:02:39 +0800,2015-02-17 17:39:19 +0800,31.27583,121.502192,上海市,,,杨浦区,,
493,H00125883,,奉贤区四团卫生院,天鹏路48号,57535550,201401,一级未评,,0,2013-11-30 03:02:39 +0800,2015-02-17 17:39:19 +0800,30.9419407,121.7202403,上海市,,,奉贤区,,
494,H00125905,,上海永惠华门诊,华山路800弄丁香公寓6号裙楼4楼(镇,62113333,200030,未评定,15,0,2013-11-30 03:02:39 +0800,2015-02-17 17:39:23 +0800,31.2139706,121.4393544,上海市,,,徐汇区,,
495,H00125906,,上海友爱门诊部,莘松路1111弄252号(近春九路),67644622,201600,未评定,,0,2013-11-30 03:02:40 +0800,2015-02-17 17:39:23 +0800,31.0967461,121.3495063,上海市,,,松江区,,
496,H00125919,,上海云雅门诊部,云雅路336号,33827731,200120,未评定,,0,2013-11-30 03:02:40 +0800,2015-02-17 17:39:23 +0800,31.210329,121.655114,上海市,,,浦东新区,,
497,H00125926,,上海忠春门诊部,七宝中春路7319号,021 64598699,200240,未评定,5,5,2013-11-30 03:02:40 +0800,2015-02-17 17:39:23 +0800,31.14144,121.345001,上海市,,,闵行区,,
498,H00125988,,上海市虹口区东华医院,奎照路405号,65603492,200080,未评定,18,4.67,2013-11-30 03:02:41 +0800,2015-02-17 17:39:23 +0800,31.299968,121.47831,上海市,,,虹口区,,
499,H00126009,,上海庆德医院,长兴乡潘园路3008号,021 66853776,201500,二级未评,,0,2013-11-30 03:02:41 +0800,2015-02-17 17:39:14 +0800,31.387709,121.696738,上海市,,,崇明县,,
500,G92044824,,上海海江医院,江湾镇池沟路80号(新市北路1366号),65178099,200080,一级甲等,,0,2013-11-30 03:02:41 +0800,2015-03-05 16:01:13 +0800,31.302242,121.479432,上海市,,,虹口区,92044824,1
501,H00126025,,上海同翔医院,陈翔公路2399号,69124185,201802,私立,,0,2013-11-30 03:02:42 +0800,2015-02-17 17:39:23 +0800,31.3038073,121.2999852,上海市,,,嘉定区,,
502,H00126030,,华亭镇社区卫生服务中心,唐行嘉行公路3285号,021 59950820,201800,一级未评,5,5,2013-11-30 03:02:42 +0800,2015-02-17 17:39:19 +0800,31.465669,121.238823,上海市,,,嘉定区,,
503,H00126038,,嘉定区南翔镇社区卫生服务中心,沪宜公路1082号,59179833,200240,一级未评,0,4.43,2013-11-30 03:02:42 +0800,2015-02-17 17:39:20 +0800,31.2945159,121.3032853,上海市,,,闵行区,,
504,H00126042,,上海嘉定区外冈镇社区卫生服务中心,祁昌路355号,59586570,201800,一级未评,7,5,2013-11-30 03:02:43 +0800,2015-02-17 17:39:20 +0800,31.3649,121.170911,上海市,,,嘉定区,,
505,H00126043,,上海古美医院,古美路1388号,54262875,200240,私立,,0,2013-11-30 03:02:43 +0800,2015-02-17 17:39:23 +0800,31.158083,121.399933,上海市,,,闵行区,,
506,H00126044,,嘉定区徐行镇社区卫生服务中心,开圆路5号,021 59947029,201800,一级未评,13,4.89,2013-11-30 03:02:43 +0800,2015-02-17 17:39:20 +0800,31.2374294,120.9962938,上海市,,,嘉定区,,
507,H00126059,,上海振国医院,虹梅南路4855号,64523001,201100,私立,,0,2013-11-30 03:02:44 +0800,2015-02-17 17:39:23 +0800,31.057683,121.447444,上海市,,,闵行区,,
508,H00126081,,上海九洲医院,真南路685号,66266666,200060,一级未评,6,4.67,2013-11-30 03:02:44 +0800,2015-02-17 17:39:20 +0800,31.269548,121.386921,上海市,,,普陀区,,
509,H00126085,,上海青城医院,盈港路468号,021 59175020,201532,私立,12,4.61,2013-11-30 03:02:44 +0800,2015-02-17 17:39:23 +0800,31.159726,121.115168,上海市,,,青浦区,,
510,H00126097,,上海计生所医院,斜土路2120号(东安路口),021 64168866,200030,二级甲等,31,4.53,2013-11-30 03:02:45 +0800,2015-02-17 17:39:14 +0800,31.193249,121.450213,上海市,,,徐汇区,,
511,H00126101,,上海华佳医院,民京路902号,51632108,200082,私立,,0,2013-11-30 03:02:45 +0800,2015-02-17 17:39:23 +0800,31.322949,121.523316,上海市,,,杨浦区,,
512,H00126111,,上海利民门诊部,四平路2100弄24号,55066797,200090,一级未评,,0,2013-11-30 03:02:46 +0800,2015-02-17 17:39:20 +0800,31.2935969,121.5124095,上海市,,,杨浦区,,
513,H00126114,,上海真美妇科医院,国权路238号,55129828,200082,一级未评,15,4,2013-11-30 03:02:46 +0800,2015-02-17 17:39:20 +0800,31.289403,121.510883,上海市,,,杨浦区,,
514,H00126128,,上海新光医院,佳木斯路258号,65483393,200082,一级未评,,0,2013-11-30 03:02:46 +0800,2015-02-17 17:39:20 +0800,31.29752,121.539573,上海市,,,杨浦区,,
515,H00126139,,奉贤区海湾镇54卫生院,海湾镇54公路1500号,57162925,201400,一级甲等,,0,2013-11-30 03:02:46 +0800,2015-02-17 17:39:20 +0800,30.8572592,121.5672939,上海市,,,奉贤区,,
516,H00126148,,上海市奉贤区疾病预防控制中心,南桥镇南桥解放东路931号,021 57193441,201401,未评定,,0,2013-11-30 03:02:47 +0800,2015-02-17 17:39:23 +0800,30.9168321,121.4685077,上海市,,,奉贤区,,
517,H00126170,,上海市奉贤区青村镇卫生服务中心,青村南路182号,021 57561254,201400,一级甲等,,0,2013-11-30 03:02:47 +0800,2015-02-17 17:39:20 +0800,31.025153,121.5292637,上海市,,,奉贤区,,
518,H00126183,,上海百汇华鹰门诊部,南京西路1357号,021 64455999,200041,私立,120,3,2013-11-30 03:02:48 +0800,2015-02-17 17:39:23 +0800,31.2255334,121.4509688,上海市,,,静安区,,
519,H00126190,,上海百瑞肿瘤门诊部,淡水路170号,33319991,200002,私立,,0,2013-11-30 03:02:48 +0800,2015-02-17 17:39:23 +0800,31.218604,121.47317,上海市,,,黄浦区,,
520,G92015721,,上海市杨浦区沪东老年护理院,许昌路426号,55211774,200090,一级甲等,,0,2013-11-30 03:02:49 +0800,2015-03-05 16:01:07 +0800,31.255646,121.524646,上海市,,,杨浦区,92015721,0
521,H00126261,上海市闵行区妇幼保健院 （与742合并）,上海市闵行区中心医院(古美分院),顾戴路805号/七莘路750号银福大厦二楼,021 54934001,201102,二级未评,,0,2013-11-30 03:02:49 +0800,2015-02-17 17:39:14 +0800,31.140414,121.393204,上海市,,,闵行区,,
522,H00126274,,上海港华医院,淮海西路282号,62807733,200042,一级甲等,,0,2013-11-30 03:02:49 +0800,2015-02-17 17:39:20 +0800,31.200008,121.429008,上海市,,,长宁区,,
523,H00126317,,上海诺美尔眼耳鼻喉科医院,新闸路371号,021 63591082,200001,私立,7,5,2013-11-30 03:02:50 +0800,2015-03-30 14:01:17 +0800,31.239276,121.466725,上海市,,,静安区,,
524,H00126423,,上海新极点医疗美容诊所,徐家汇路511号,33660966,200020,私立,,0,2013-11-30 03:02:50 +0800,2015-02-17 17:39:23 +0800,31.208661,121.475789,上海市,,,卢湾区,,
525,H00126431,,上海瑞林诊所,仙霞路88号,62082255,200042,私立,16,3.92,2013-11-30 03:02:50 +0800,2015-02-17 17:39:23 +0800,31.205456,121.403379,上海市,,,长宁区,,
526,H00126438,,上海瑞虹门诊部,虹许路788号名都城30号底层,021 65255665,200080,私立,,0,2013-11-30 03:02:51 +0800,2015-02-17 17:39:23 +0800,31.191642,121.394639,上海市,,,长宁区,,
527,H00126468,,上海金山区亭林镇社区卫生服务中心,南路2号,57381254,200540,一级未评,15,4,2013-11-30 03:02:51 +0800,2015-02-17 17:39:20 +0800,31.264682,121.3973448,上海市,,,金山区,,
528,G92060851,,上海市嘉定区马陆镇社区卫生服务中心,沪宜公路2091号,021 59156106,201802,一级甲等,,0,2013-11-30 03:02:51 +0800,2015-03-05 16:01:29 +0800,31.33004,121.284955,上海市,,,嘉定区,92060851,0
529,H00126596,,上海明德五官科医院,乳山路35弄25号,58205511,200122,私立,,0,2013-11-30 03:02:52 +0800,2015-02-17 17:39:24 +0800,31.2367626,121.5254996,上海市,,,浦东新区,,
530,H00126625,,上海亲和源颐养院卫生所,康桥镇秀沿路2999弄10号楼,38256163,201300,私立,,0,2013-11-30 03:02:52 +0800,2015-02-17 17:39:24 +0800,31.1380193,121.618238,上海市,,,浦东新区,,
531,H00126682,上海时光整形外科医院,上海时光整形外科医院(曙光医院),普安路189号,021 63848888,200020,三级甲等,31,4.77,2013-11-30 03:02:52 +0800,2015-02-17 17:39:10 +0800,"1,900",121.478665,上海市,,http://www.sh-shuguang.com,卢湾区,,
532,H00126729,911,淞南镇社区卫生服务中心,淞良路301号,66147783,200436,一级未评,30,2.67,2013-11-30 03:02:53 +0800,2015-02-17 17:39:20 +0800,31.342136,121.489095,上海市,,,宝山区,,
533,H00127679,905,大场镇祁连社区卫生服务中心,祁连山路2891号,56133446,200441,一级未评,26,3.75,2013-11-30 03:02:53 +0800,2015-02-17 17:39:20 +0800,31.317362,121.381659,上海市,,,宝山区,,
534,H00127686,917,顾村镇菊泉新城社区卫生服务中心,菊盛路218号,021 51609501,200431,一级未评,,0,2013-11-30 03:02:53 +0800,2015-02-17 17:39:20 +0800,31.352293,121.371836,上海市,,,宝山区,,
535,H00127719,,上海宝山区罗泾镇社区卫生服务中心,潘沪路28号,56870346,200431,一级未评,,0,2013-11-30 03:02:54 +0800,2015-02-17 17:39:20 +0800,31.481675,121.337428,上海市,,,宝山区,,
536,H00127727,,上海市宝山区庙行社区卫生服务中心,长江西路2700号,56421122,200436,一级未评,,0,2013-11-30 03:02:54 +0800,2015-02-17 17:39:20 +0800,31.3271958,121.4283969,上海市,,,宝山区,,
537,G92061030,,上海市宝山区杨行镇社区卫生服务中心,杨泰路239号,021 56495839,200436,一级未评,,0,2013-11-30 03:02:54 +0800,2015-03-05 16:01:23 +0800,31.370541,121.443897,上海市,,,宝山区,92061030,0
538,H00127748,909,上海市宝山区吴淞地段医院,淞滨路120号,56840260,200436,一级未评,,0,2013-11-30 03:02:55 +0800,2015-02-17 17:39:20 +0800,31.374036,121.497658,上海市,539,,宝山区,,
539,H00127745,,宝山区吴淞街道社区卫生服务中心,同济路313号,021 56580804,200436,未评定,27,3.5,2013-11-30 03:02:55 +0800,2015-02-17 17:39:24 +0800,31.3922358,121.4814791,上海市,,,宝山区,,
540,H00127818,910,月浦镇社区卫生服务中心,月浦镇龙镇路2号,66681120,200941,一级未评,,0,2013-11-30 03:02:55 +0800,2015-02-17 17:39:20 +0800,31.416911,121.430921,上海市,,,宝山区,,
541,H00127824,912,张庙街道长江路社区卫生服务中心,通河路639号,56759784,200431,一级甲等,,0,2013-11-30 03:02:56 +0800,2015-02-17 17:39:20 +0800,31.340146,121.44442,上海市,,,宝山区,,
542,H00127834,,崇明县堡镇社区卫生中心,镇达山路377号,59423184,202150,一级甲等,,0,2013-11-30 03:02:56 +0800,2015-02-17 17:39:20 +0800,31.53793,121.624133,上海市,,,崇明县,,
543,G92060664,,崇明县新村乡社区卫生服务中心,星村公路2108号,59650812,201500,一级乙等,18,4.75,2013-11-30 03:02:57 +0800,2015-03-05 16:01:33 +0800,31.8298444,121.3320352,上海市,,,崇明县,92060664,
544,H00127863,974,上海市崇明县庙镇社区卫生服务中心,宏海公路112号,69360024,202150,一级未评,,0,2013-11-30 03:02:57 +0800,2015-02-17 17:39:20 +0800,31.6791091,121.3664968,上海市,,,崇明县,,
545,G92063605,,上海市浦东新区高东社区卫生服务中心,北新园路459号,68481244,200126,一级甲等,45,5,2013-11-30 03:02:57 +0800,2015-03-05 16:01:27 +0800,31.325491,121.6235162,上海市,,,浦东新区,92063605,0
546,H00128001,,上海市浦东新区合庆镇卫生院,前哨路215号,021 58971147,200122,未评定,,0,2013-11-30 03:02:58 +0800,2015-02-17 17:39:24 +0800,31.238887,121.721885,上海市,,,浦东新区,,
547,H00128052,945,浦东凌桥社区卫生服务中心,江东路1236号,58647035,200122,一级甲等,45,3.75,2013-11-30 03:02:58 +0800,2015-02-17 17:39:20 +0800,31.365442,121.541194,上海市,,,浦东新区,,
548,H00128055,881,上海市浦东新区唐镇卫生服务中心,创新中路75号,021 58961101,200122,一级未评,,0,2013-11-30 03:02:58 +0800,2015-02-17 17:39:20 +0800,31.2105167,121.671564,上海市,,,浦东新区,,
549,H00128057,,上海市浦东新区王港镇社区卫生服务中心,虹盛路25号,58582149,200122,一级甲等,,0,2013-11-30 03:02:58 +0800,2015-02-17 17:39:20 +0800,31.238081,121.68348,上海市,,,浦东新区,,
550,H00128081,978,上海市长宁区天山路街道社区卫生服务中心,天山四村122号,62749020,200050,未评定,,0,2013-11-30 03:02:59 +0800,2015-02-17 17:39:24 +0800,31.212165,121.401627,上海市,,,长宁区,,
551,H00128087,847,徐家汇地段医院,广元西路349号,64479206,200031,未评定,,0,2013-11-30 03:02:59 +0800,2015-02-17 17:39:24 +0800,31.1939549,121.4307204,上海市,,,徐汇区,,
552,H00128119,,上海中汇医院,红松路154号,64021860,200241,未评定,,0,2013-11-30 03:03:00 +0800,2015-02-17 17:39:24 +0800,31.182259,121.372289,上海市,,,闵行区,,
553,H00128162,》46,上海逸仙医院,枫林路180号,64038293,200031,未评定,12,4.37,2013-11-30 03:03:00 +0800,2015-02-17 17:39:24 +0800,31.197947,121.454753,上海市,,,徐汇区,,
554,H00128175,,上海金典医院,塘沽路29号,021 63937999,200081,私立,,0,2013-11-30 03:03:00 +0800,2015-02-17 17:39:24 +0800,31.246835,121.494047,上海市,,,虹口区,,
555,H00128182,,上海兴岛医院,前卫支路161号,33801366,202153,私立,,0,2013-11-30 03:03:01 +0800,2015-02-17 17:39:24 +0800,31.3898733,121.7240731,上海市,,,崇明县,,
556,H00128194,,上海新视界眼科医院,汇川路18号,52069999,200042,私立,10,4.52,2013-11-30 03:03:01 +0800,2015-02-17 17:39:24 +0800,31.21558,121.417481,上海市,,,长宁区,,
557,H00128195,,上海新侨医院,季景路9号,58627066,200124,私立,,0,2013-11-30 03:03:01 +0800,2015-02-17 17:39:24 +0800,31.340431,121.586616,上海市,,,浦东新区,,
558,H00128205,,上海欣安医院,宝安公路4539号,021 59502222,201802,私立,36,4.89,2013-11-30 03:03:02 +0800,2015-02-17 17:39:24 +0800,31.315886,121.21655,上海市,,,嘉定区,,
559,H00128228,,上海万众医院,吴中路6号,64389999,200031,私立,,0,2013-11-30 03:03:02 +0800,2015-02-17 17:39:24 +0800,31.189116,121.419996,上海市,,,徐汇区,,
560,H00128247,,上海同康医院,虹梅南路双柏路888号,62207919,200240,私立,,0,2013-11-30 03:03:03 +0800,2015-02-17 17:39:24 +0800,31.0889923,121.4370471,上海市,,,闵行区,,
561,H00128266,234,上海天坛普华医院,红宝石路388号,,200050,私立,,0,2013-11-30 03:03:03 +0800,2015-02-17 17:39:24 +0800,31.197358,121.400861,上海市,,,长宁区,,
562,H00128293,,上海中佑肛肠医院,陕西北路777号,021 52131616,200041,二级甲等,,0,2013-11-30 03:03:03 +0800,2015-02-17 17:39:14 +0800,31.234576,121.449891,上海市,,,静安区,,
563,H00128391,上海虹桥医院,上海虹桥医院,虹梅路2181号,021 64659999,200241,未评定,3,4.33,2013-11-30 03:03:04 +0800,2015-02-17 17:39:24 +0800,31.175172,121.395241,上海市,,,闵行区,,
564,H00128423,浦东新区肺科医院438,,朝路镇秦家港路1569号,021-58562146,200122,二级未评,32,4.22,2013-11-30 03:03:04 +0800,2015-02-16 16:19:03 +0800,31.267116,121.680454,上海市,,,浦东新区,,
565,H00128434,浦东新区中医医院（与148合并）,,秀川路340号,021 58981017,201200,二级甲等,0,0,2013-11-30 03:03:04 +0800,2015-02-16 16:19:03 +0800,31.230416,121.473701,上海市,,,浦东新区,,
566,H00128532,,上海市奉浦医院,南桥环城东路1148号,50133897,201401,一级未评,,0,2013-11-30 03:03:05 +0800,2015-02-17 17:39:20 +0800,30.9194608,121.4676061,上海市,,,奉贤区,,
567,H00128557,,上海市沪闵医院,建设路40号,021 50133893,200240,二级未评,5,5,2013-11-30 03:03:05 +0800,2015-02-17 17:39:14 +0800,30.998647,121.422792,上海市,,,闵行区,,
568,G92050233,,上海市前进农场职工医院,前进农场场部西首,59631393,202150,一级甲等,,0,2013-11-30 03:03:05 +0800,2015-03-05 16:01:37 +0800,31.230416,121.473701,上海市,,,崇明县,92050233,0
569,H00128615,379,上海杨浦区凤城地段医院,延吉西路100号,65621876,200090,一级未评,10,4.67,2013-11-30 03:03:05 +0800,2015-02-17 17:39:20 +0800,31.280176,121.521069,上海市,,,杨浦区,,
570,H00128633,,上海白玉兰妇科医院,长宁路1626号,021 62299999,200042,未评定,35,4.78,2013-11-30 03:03:06 +0800,2015-02-17 17:39:24 +0800,31.217399,121.406876,上海市,,,长宁区,,
571,H00128638,877,万祥镇社区卫生服务中心,万祥镇万和路185号,021 58046086,200124,一级未评,,0,2013-11-30 03:03:06 +0800,2015-02-17 17:39:20 +0800,30.9733356,121.8187813,上海市,,,浦东新区,,
572,H00128745,,上海市青浦区赵屯镇卫生院,新赵路1号,59210039,201700,一级未评,,0,2013-11-30 03:03:07 +0800,2015-02-17 17:39:20 +0800,31.2595695,121.0855558,上海市,,,青浦区,,
573,H00128749,,朱家角镇社区卫生服务中心,曲池路39号,021 59831683,201700,未评定,,0,2013-11-30 03:03:07 +0800,2015-02-17 17:39:24 +0800,31.0757978,121.0579873,上海市,,,青浦区,,
574,H00128761,,瑞视眼科医院,西藏南路758号金开利大厦2-3楼,4008211567,200002,私立,6,4.92,2013-11-30 03:03:07 +0800,2015-02-17 17:39:24 +0800,31.211426,121.46602,上海市,,,黄浦区,,
575,H00128808,928,嘉定区安亭镇社区卫生服务中心,安亭镇民丰路1200号,39107715,201802,一级未评,,0,2013-11-30 03:03:07 +0800,2015-02-17 17:39:20 +0800,31.3060208,121.1475863,上海市,,,嘉定区,,
576,H00128831,,安亭镇黄渡社区卫生服务中心,新黄路10号,,201804,一级未评,,0,2013-11-30 03:03:08 +0800,2015-02-17 17:39:20 +0800,31.272752,121.219424,上海市,,,嘉定区,,
577,G92060854,,上海市嘉定区真新社区卫生服务中心,丰庄路225号,021 59183589,201802,一级乙等,6,4.44,2013-11-30 03:03:08 +0800,2015-03-05 16:01:29 +0800,31.2443919,121.3619355,上海市,,,嘉定区,92060854,0
578,H00128862,,上海市金山区朱泾地段医院,罗星路608号,57311295,201500,一级未评,45,5,2013-11-30 03:03:08 +0800,2015-02-17 17:39:20 +0800,30.9026895,121.1694086,上海市,,,金山区,,
579,H00128890,,上海市南汇区惠南镇社区卫生服务中心,观海路259号,021 58271851,201300,一级未评,0,3,2013-11-30 03:03:09 +0800,2015-02-17 17:39:21 +0800,31.03162,121.783112,上海市,,,浦东新区,,
580,H00128904,890,上海市南汇区泥城镇社区卫生服务中心,南芦公路1843号,58072536,201302,一级甲等,,0,2013-11-30 03:03:09 +0800,2015-02-17 17:39:21 +0800,30.899486,121.829258,上海市,,,浦东新区,,
581,H00128923,,上海书院镇社区卫生服务中心,新卫路6号,58196891,201311,未评定,30,4.33,2013-11-30 03:03:10 +0800,2015-02-17 17:39:24 +0800,30.7218537,121.3375338,上海市,,,浦东新区,,
582,H00128943,,上海市南汇区坦直镇卫生院,伸江南路550号,68151691,201302,一级未评,,0,2013-11-30 03:03:10 +0800,2015-02-17 17:39:21 +0800,31.230416,121.473701,上海市,,,浦东新区,,
583,H00128946,581,上海市南汇区新港镇卫生院,新卫路6号,58196891,201302,一级未评,5,5,2013-11-30 03:03:10 +0800,2015-02-17 17:39:21 +0800,30.7218537,121.3375338,上海市,,,浦东新区,,
584,H00128954,888,上海市宣桥镇社区卫生服务中心,沪南公路8719号,58181128,201302,一级未评,,0,2013-11-30 03:03:11 +0800,2015-02-17 17:39:21 +0800,31.037796,121.695066,上海市,,,浦东新区,,
585,H00128979,,上海全康医疗中心,南京西路1788号,52986339,200042,私立,5,4.42,2013-11-30 03:03:11 +0800,2015-03-30 13:51:29 +0800,31.222192,121.444387,上海市,,,静安区,,
586,H00129059,,上海市泰日社区卫生服务中心,泰日镇泰青路356号,021 57586265,201401,一级未评,,0,2013-11-30 03:03:11 +0800,2015-02-17 17:39:21 +0800,30.9819027,121.5649709,上海市,,,奉贤区,,
587,H00129065,,上海沃德医疗中心,南泉北路399号,4000368880,200120,私立,17,4.34,2013-11-30 03:03:12 +0800,2015-02-17 17:39:24 +0800,31.2330363,121.5171598,上海市,,,浦东新区,,
588,H00129067,,上海新瑞医疗中心,淡水路170号3楼,021 64455999,200021,私立,29,4.48,2013-11-30 03:03:12 +0800,2015-03-27 19:42:35 +0800,31.218604,121.47317,上海市,,,卢湾区,,
589,H00129106,,上海市南汇区六灶镇社区卫生服务中心,崇溪路120号,58162674,201314,一级未评,15,4,2013-11-30 03:03:12 +0800,2015-02-17 17:39:21 +0800,31.110124,121.71358,上海市,,,浦东新区,,
590,H00129131,,上海盈康护理院,大盈路488号,59222277,201700,未评定,12,4.58,2013-11-30 03:03:13 +0800,2015-02-17 17:39:24 +0800,31.2144237,121.0909571,上海市,,,青浦区,,
591,H00129134,,上海市奉贤区齐贤镇卫生院,齐贤镇金钱公路1926号,57575305,201401,一级未评,,0,2013-11-30 03:03:13 +0800,2015-02-17 17:39:21 +0800,30.949872,121.507607,上海市,,,奉贤区,,
592,G92061028,,上海市金山区吕巷镇社区卫生服务中心,溪北路74号,021 57371551,200540,一级甲等,30,3.43,2013-11-30 03:03:14 +0800,2015-03-05 16:01:27 +0800,30.829068,121.174748,上海市,,,金山区,92061028,0
593,H00129281,860,上海市普陀区东新地段医院,东新路230弄20号,52900721,200060,一级未评,11,4,2013-11-30 03:03:14 +0800,2015-02-17 17:39:21 +0800,31.2407071,121.4253107,上海市,,,普陀区,,
594,H00129293,,上海市申北诊所,申北路267号,54428907,200241,未评定,,0,2013-11-30 03:03:14 +0800,2015-02-17 17:39:24 +0800,31.089997,121.381799,上海市,,,闵行区,,
595,H00129507,880,上海浦东新区川沙社区卫生服务中心,绣川路338号,68393160,200124,一级甲等,,0,2013-11-30 03:03:15 +0800,2015-02-17 17:39:21 +0800,31.1810821,121.6956657,上海市,,,浦东新区,,
596,H00130967,885,上海浦东新区川沙社区卫生服务中心黄楼分中心,川周公路6215号,58941126,200124,一级甲等,,0,2013-11-30 03:03:15 +0800,2015-02-17 17:39:21 +0800,31.162663,121.668326,上海市,595,,浦东新区,,
597,H00130968,》739,上海浦东新区川沙社区卫生服务中心六团分中心,普新路51号,021 58596105,200124,一级甲等,,0,2013-11-30 03:03:15 +0800,2015-02-17 17:39:21 +0800,31.153265,121.728817,上海市,595,,浦东新区,,
598,H00129868,,上海天大医疗美容医院,中山西路339号,021 52416699,200051,二级甲等,,0,2013-11-30 03:03:16 +0800,2015-02-17 17:39:14 +0800,31.1967162,121.4158204,上海市,,,长宁区,,
599,H00130154,923,嘉定工业区社区卫生服务中心,嘉朱公路1650号,59961145,201800,一级甲等,,0,2013-11-30 03:03:16 +0800,2015-02-17 17:39:21 +0800,31.40811,121.196192,上海市,,,嘉定区,,
