id,nom,nom_zh,prenom,prenom_zh,nationalite,sexe,descr_fr,descr_en,descr_zh,descr_ja,descr_de,enum( id_hosp ),",",enum( lang ),Hospitals They work in,,,
384,FEI,,SP,,zh,M,,"Education: School of Medicine Shanghai Jiaotong University, University Paris Diderot ENT head and neck surgery major 
\

\
Experience: Many years' Paris city public health bureau, Hospital Tfvan Swallowing research center, hospital Robert-Pelie Children listening and Vestibular function testing center work experience. Be good at various ENT disease treatments.",上海第二医科大学毕业 在巴黎第7大学耳鼻科及头领部做外科专家医生。 在巴黎hospital tfvan研究中心 pelie - robert hospital及儿童听力检查中心等工作后， 来到东和邦道诊所工作,上海第二医科大学卒 パリ第7大学耳鼻科及び頭首部外科専門医 としてパリHospital　Tfvan研究センター及び Ｈospital Robert-Pelie児童聴力検査センター など勤務を経て、東和クリニック勤務,,161,ORL,"zh,en,fr",TOWA Medical Center(PuDong),,,
385,TODO,,Yuji,,ja,M,,"Education: Nagoya University Department of Medicine 
\

\
Experience: 
\
Served for NishiO Municipal Hospital. 
\

\
From 2006 to 2010 worked in Shanghai GHC Clinic for Internal Medicine, Pediatric treatment. 
\

\
In 2010, setup Shanghai Towa Medical Center (Pudong), 
\

\
In 2012 setup Towa Medical Center (Gubei). 
\

\
Now he is serving for both Pudong and Gubei Medical Center as a doctor in Internal Medicine and Pediatrics.","名古屋大学医学部毕业。 
\

\
曾任职于西尾市民医院，
\

\
2006年开始，在上海GHC诊所 从事内科、儿科诊疗。
\

\
被孩子们昵称为“面包超人医生” 于2010年任职于东和邦道诊所。","名古屋大学医学部卒。 
\

\
西尾市民病院勤務後、上海GHCクリニック 勤務を経て、2010年東和クリニック、2012年TOWAクリニックを立ち上げ、両院で内科・小児科 医師として勤務にしている。",,162,"PED,INT","en,ja,zh",TOWA Medical Center(GuBei),,,
386,HINOKI,,Tomoya,,ja,M,,"Education: Tokai University, Department of Medicine 
\

\
Experience: Tokai University Hospital, Kagawa Children’s Hospital, Ooiso Hospital of Tokai University. After that, served for Shanghai Green Clinic. 
\

\
From 2012 joined Towa Medical Center (Gubei).","东海大学医学部毕业 
\

\
东海大学医院、香川小儿医院、东海大学大机 医院就职后、在上海绿色诊所就职。 
\

\
2012年在东和邦道就职。","東海大学医学部卒業 
\

\
東海大学病院、香川小児病院、東海大学大磯 病院勤務後、上海グリーンクリニック勤務。 
\

\
2012よりTOWAクリニックにて勤務。",,162,"PED,CHI","en,ja",TOWA Medical Center(GuBei),,,
387,TAKAHASHI,,Koki,,ja,M,,"Education: Tokai University, Department of Medicine 
\

\
Experience: 
\

\
Tokai University Hospital, Showa University Hospital as an eye specialist. 
\

\
In 2003 he setup Tokyo KEYAK eye clinic, served as a director.
\

\
In 2013, joined Towa Medical Center (Gubei).","东海大学医学部毕业 
\

\
担当东海大学医院、昭和大学医院的眼科专家。 
\

\
2013年在东和邦道就职。","東海大学医学部卒業 
\

\
東海大学病院、昭和大学病院眼科専門医としてー 勤務後、2003年より、東京けやき眼科を設立。 
\

\
2013年よりTOWAクリニックにて勤務。",,162,OPH,"ja,en",TOWA Medical Center(GuBei),,,
388,LEE,,Peter,,us,M,,"University of Chicago. University of Illinois at Chicago. Best Surgery Resident Award. Award-Winning Media –Recognized Surgeon. Lecture. Author And Teacher. American Society of Plastic Surgeons. American Board of Plastic Surgery. California S 
\

\
Experience:
\
University of Chicago.
\
University of Illinois at Chicago.
\
Best Surgery Resident Award.
\
Award-Winning Media –Recognized Surgeon.
\
Lecture. Author And Teacher.
\
American Society of Plastic Surgeons.
\
American Board of Plastic Surgery.
\
California Society of Plastic Surgeons.
\
American Board of Medical Specialties.
\
Advanced ENDOTINE Bioskills Surgeon Educator and Trainer.","医学博士；美国好莱坞贝弗利山庄WAVE整形机构权威整形医师；美国整形外科医师协会和美国整形外科委员会资深会员。
\
曾任职于美国芝加哥伊利诺伊大学医学院外科教研室主任医师；美国艾尔波特爱因斯坦医学院附属医院纽约健康和医院公司雅可比医学中心和北BRONX中心医院院长；美国WAVE整形外科镭射中心主任，沃德美容外科医生。
\
擅长英语、韩语。",,,134,CHIRPL,"en,zh,ko",WorldPath Clinic International,,,
389,ZHANG,张,Smile,强,zh,M,,"Dr.Smile graduated with honors from Shanghai Second Medical University.In 1996, Dr.Smile completed a surgery residency at Sir Run Run Shaw Hospital. He then received his vascular surgery Fellowship Training in Loma Linda Medical Center in CA, US.Since 
\

\
Experience:
\
Dr.Smile graduated with honors from Shanghai Second Medical University.In 1996, Dr.Smile completed a surgery residency at Sir Run Run Shaw Hospital. He then received his vascular surgery Fellowship Training in Loma Linda Medical Center in CA, US.Since 1992 Dr.Smile has performed thousands of operations and interventional vascular procedures . He is widely-known and well-respected in China as a leader in vascular care. Dr.Smile has been the chief of Hangzhou Vascular Surgery Center . Now he is being leading vascular surgeon in Shanghai WorldPath Clinic International.
\
","1989年毕业于浙江医科大学临床医学系。现任上海沃德医疗中心首席血管专家，先任职于上海市创面修复研究中心（血管外科临床基地）主任、后又任同济大学附属东方医院血管外科主任。荣获过“市十佳医卫青年”、“五四青年奖章”、“市卫生局先进工作者”等荣誉。
\
曾赴美国、日本、欧洲、澳大利亚、东南亚等多国作技术交流。在《Asian Journal of Surgery》、《中华外科杂志》等国内外杂志发表论文50余篇。自行设计的医疗器械获两项国家专利。多项血管微创技术填补亚洲和国内血管外科的空白。
\
致力于打造国际化、国内最高水准的静脉曲张治疗平台。目前已为上万例血管疾病患者解除了痛苦。",,,134,CHIRV,"en,zh",WorldPath Clinic International,,,
390,YAN,阎,Chunlin,春林,zh,M,,"With over 20 years of dermatology experience in China, America and UK, Dr. Yan provides personalized treatment for your skin needs. He specializes in skin cancer screening, acne, skin allergies and other skin disorder solutions. 
\

\

\
Experience:
\
- Chief dermatologist in Parkway Health, Shanghai 2008-2012
\
- Vice Chair, Department of Dermatology, Shanghai Hua Shan Hospital, Shanghai 2007-2008
\
- Fellow, Department of Dermatology, Case Western Reserve University, Cleveland Ohio USA 2003-2005
\
- Clinical Visiting Scholar, Department of Dermatology, Chelsea &amp; Westminster Hospital, London United Kingdom 1999-2000 
\
- Dermatologist, Department of Dermatology, Shanghai Hua Shan Hospital, Shanghai 1992-2007
\
","阎春林医学博士，上海医科大学皮肤病专业。阎医师有20年国内和国际皮肤科工作经验，包括公立教学医院和外资高端医院，可流利使用英语和中文。
\

\
阎医师对痤疮、皮肤过敏等采用个体化治疗；窄谱UVB照射治疗严重泛发性银屑病和湿疹；为患者提供皮肤肿瘤的外科与激光治疗；以皮肤科临床工作为支撑，提供全方位的皮肤美容治疗服务。
\

\
工作经历
\
• 上海百汇医疗皮肤科医师 2008‐2012
\
• 中国上海华山医院皮肤科副主任 2007‐08 
\
• 美国俄亥俄州Cleveland市Case Western Reserve大学皮肤科博士后研究员 2003‐05 
\
• 英国伦敦市切尔西及威斯敏斯特医院皮肤科临床访问学者 1999‐2000 
\
• 中国上海华山医院皮肤科住院医师、主治医师、副主任医师1992‐2007",,,134,DER,"en,zh",WorldPath Clinic International,,,
391,PFEIFER,,Ryan,,us,M,,"Dr. Ryan Pfeifer is an American Board Certified Spine and Sports Medicine Physician. His background balances academics/research and a minimally invasive approach to relieving spine, joint and soft tissue-pain. 
\

\
Dr. Pfeifer's expertise lies in the diagnisis and manegement of a variety of musculoskeletal and Neurologic pain conditions including: 
\
- Neck and low back pain (acute and chronic) 
\
- Radiculpathy/Sciatica
\
- Tendinopathy 
\
- Peripheral joint injury/pain
\
- Peripheral nerve pathology (carpal tunnel, trigeminal neuralgia, ect.) 
\
- Chronic Pain 
\

\
Dr. Pfeifer has significant experience in an array of image-guided pain procedures, such as: 
\
- Fluoroscopically-guided Epidural injections for radiculopaty 
\
- Musculoskeletal Ultrasound for diagnostic purposes and therapeutic injections 
\
- Facet joint blacks for spinal pain 
\
- Minimally invasive lumbar disc herniation removal 
\

\
Dr. Pfeifer is the first full-time American, board-certified and fellowship trained Interventional Spine and Pain Management Physician in Shanghai. After graduating medical college in New York, he attended residency training for three years in Rehab Medicine at Thomas Jefferson University Hospital in Philadelphia, Pennsylvania. Following this, Dr. Pfeifer completed a one year Interventional Spine Fellowship with Performance Spine and Sports Institute, focusing on a comprehensive, minimally invasive, non surgical approach to managing pain from any source. His field of expertise includes managing conditions such as neck and low back pain, carpal tunnel syndrome, coccydynia (tailbone pain), chronic pelvic and abdominal pain, sciatica, etc. Dr. Pfeifer is working with the Institute for Western Surgery at clinics in Puxi and Pudong.
\
",,,,134,ORTHOPEDIE,en,WorldPath Clinic International,,,
392,DUCHA,,Jeorge,,ph,M,,"Dr. Jeorge Ducha has over 10 years of pediatrics experience in the Philippines and China. Specializing in neonatal intensive care and pediatrics, Dr. Ducha can be trusted for all of your children’s needs. 
\

\

\
Experience:
\

\
Dr. Jeorge specializes in neonatal intensive care, pediatric ward and OPD. 
\

\
- Pediatrician-Neonatologist at Parkway Health Medical Center, 2010-2013
\
- Clinical Fellow in Neonatology at Philippine Children’s Medical Center, 2007- 2010
\
- Active Consultant in Pediatrics at East Avenue Medical Center, General Miguel Malvar Medical Foundation &amp; Montalban Infirmary, 2006-2007
\
- Specialist in Neonatology at King Abdullah Hospital, 2004-2005
\
- Visiting Pediatrician at East Avenue Medical Center, H-Ville Hospital, Queen Mary Hospital, 2004
\
- Pediatric Intensive Care Unit (PICU) Pre-Fellow at Philippine Children’s Medical Center, 2004
\
- Pediatric Resident House Officer at Unciano Medical Center, 2003-2004
\
- Resident in Pediatrics at East Avenue Medical Center, 2000-2003
\
- Graduated from Far Eastern University with Doctor of Medicine, 1998
\
",乔治医生毕业于菲律宾远东大学，医学博士，菲律宾儿科协会会员，注册医疗技术专家，菲律宾儿童医疗中心新生儿医师、菲律宾远东大道医疗中心儿科顾问、儿科住院医师，沙特阿拉伯King Abdullah医院新生儿科专家。获新生儿科和儿科高级心脏生命支持认证证书，获美国STABLE认证证书。2010年4月来到上海，有多年儿科医生工作经验。,,,134,PED,en,WorldPath Clinic International,,,
393,YANG,杨,Eva,燕文,zh,F,,"With 16 years of experience, Dr. Yang's expertise lies in the diagnosis and treatment of neonatal and pediatric diseases, particularly in identifying and treating complex and critically cases. 
\

\

\
- Dr. Eva Yang graduated from Medical College affiliated to Shanghai Jiaotong University, Master Degree. 
\
- 16 years of working experience 
\
- served in Shanghai Children’s Medical Center
\
- Expertise lies in the diagnosis and treatment of neonatal and pediatric diseases, particularly in identifying and treating complex and critically cases.
\
- Dr. Yang is a certified PALS (Pediatric Advanced life Support)
\
- Instructor for American Heart Association.
\
- Dr. Yang tained at the National Children’s Medical Centre in Washington DC and Duke Children’s Hospital in North Carolina.
\
- Dr. Yang has published a great deal of scientific articles for leading medical journals, as well as, translated and edited many medical books. 
\

\
Experience:
\
- Graduated from Medical College affiliated to Shanghai Jiaotong University in 1996
\
- Pediatrician in Xinhua Hospital from 1996-1999
\
- Pediatrician in Shanghai Children’s Medical Centre from 1999-2010
\

\
","毕业于上海交通大学医学院，硕士学位。曾任职于上海儿童医学中心，有17年儿科医生经验。具有美国心脏学会认证的儿科高级生命支持教员资质。
\
对于儿童和新生儿疾病的诊治和保健，以及儿童危重病、疑难疾病诊治有着丰富的临床经验。
\
擅长用国语、英语和上海话与病患交流。",,,134,PED,"en,zh",WorldPath Clinic International,,,
394,ZHANG,,Jenny,,us,F,,"With over 20 years of experience in The States and China, Dr. Zhang specializes in gynecological issues. 
\

\
Experience:
\
- Graduated from Beijing University College of Medicine,1983.
\
- Obtained full resident training in OB/Gyn, Beijing Ji Shiu Tan Hospital ,China and Bethesda Hospital, USA.
\
- Licensed in New York State and State of Ohio,1998
\
- Registered with American Board of Obstetrics and Gynecology.
\
- Staff member of Cincinnati Tri-Health Hospital Corp.
\
- Staff member of New York Hospital Queens, which is part of the Cornell Medical School teaching facility.
\
- Over 20 years of experience in both USA and China.
\
",,,,134,GYN,"zh,en",WorldPath Clinic International,,,
395,KONG,孔,Yvette,玉屏,zh,F,,"Graduated from Medical School of Shanghai Jiao Tong University. OB/Gyn and Assistant Professor at Shanghai Huadong Hospital, 1990-2003. OB/Gyn at American Sino, 2003-2005. OB/Gyn at Parkway Health Medical Center,2005-2008. Chief of OB/Gyn Shanghai
\

\
Experience:
\

\
Graduated from Medical School of Shanghai Jiao Tong University.
\
OB/Gyn and Assistant Professor at Shanghai Huadong Hospital, 1990-2003.
\
OB/Gyn at American Sino, 2003-2005.
\
OB/Gyn at Parkway Health Medical Center,2005-2008.
\
Chief of OB/Gyn Shanghai East International Medical Center,2008-2010.
\
Published many articles in medical journals.
\
Over 20 years of experience specializing in pregnancy care, labor and delivery, genetic counseling of amniocentesis,general gyn problems and procedures (minimally invasive surgeries – laporaroscopy and hysteroscopy) and infertility counseling.
\
Delivered over 10,000 babies.
\
Good reputation in the expatriate community in Shanghai.","毕业于上海交通大学医学院，曾任职于上海华东医院妇产科医生、上海美华妇产医院妇产科医生、上海百汇医疗中心妇产科医生、上海东方联合医院妇产科科主任，在外籍人士中享有良好声誉。
\
20多年妇产科行医经验和近10000例的手术，擅长孕妇护理、分娩、羊膜穿刺术，同时在一般妇科问题和手术（微创手术和宫腔镜），以及不孕不育症方面拥有丰富的经验。
\
能熟练使用流利英语、普通话和上海话。",,,134,GYN,"en,zh",WorldPath Clinic International,,,
396,YEN,严,Daniel,嘉成,us,M,,"Experience:
\

\
Clinical Associate Professor, New York University College of Dentistry.
\
President, Chinese American Dental Association 2003-2005.
\
Attending Doctor, Flushing Hospital and Medical Center, New York.
\
Attending Doctor, Montefiore Hospital and Medical Center, New York.
\
Dean, School of Dentistry, Taipei Medical College 1992-1995.
\
Attending Doctor, Department of Dentistry, Tri-Service General Hospital, Taipei, Taiwan.
\
Visiting Attending Doctor, Dental department, VA General Hospital, Taiwan.
\
Member of the American Dental Association, New York State Dental Society, Queens County Dental Society and Chinese American Dental Association.
\
Has been lecturing in many hospitals and dental schools in the United States, Taiwan and China.
\
Provides the best and most modern dental care with minimal invasive dentistry including comprehensive treatment of all dental and oral conditions; oral surgery, cosmetic restorations (crowns, bridges, inlays and onlays), bleaching，periodontal surgery, implants and endodontic.
\
","毕业于台湾国防医学院，在三军总医院经过完整训练，后赴美，在美国纽约Montefiore 医学中心进修，进修后全职任教于纽约大学牙医学院。 1982年担任台湾台北医学院牙医学系主任。1986年返美回到纽约大学任教并担任法拉盛医院Montefiore 医学中心主治医师。
\
美国牙医协会会员、纽约州牙医协会成员，皇后区牙医协会成员，美国中华牙医医学会成员。擅长各类牙科治疗及口腔保健。",,,134,DENT,"en,zh,hk",WorldPath Clinic International,,,
397,BAO,鲍,Yi Xiao,一笑,zh,M,,"Experience:
\

\
Dr. Yi Xiao BAO, MD PhD, Chief Physician, Professor, PhD and Graduate Mentor
\

\
Shanghai Xinhua Hospital affiliated to the Shanghai Jiaotong University School of Medicine
\

\
Chief Physician, Department of Pediatrics
\

\
Chairman, Pediatric Teaching and Research Department 
\

\
Director, Department of Pediatric Respiratory 
\

\
Director, Asthma Centre of Shanghai Jiaotong University
\

\
Chairman, National Children’s Asthma Collaborative Group
\

\
Steering Member of the Asian Pediatric Respiratory Society
\

\
Committee Member of the Chinese Medical Academy of Pediatrics 
\

\
Committee Member of the Chinese Medical Association Society for Allergy
\

\
Vice- Chairman of the Chinese Medical Society of Pediatric Pulmonology 
\

\
Vice-Chairman of the Shanghai Medical Society of Pediatric Pulmonology
\

\
Secretary of the Shanghai Medical Association Society for Allergy 
\

\
Membership of ATS（American Thoracic Society）
\

\
Membership of EAACI (European Academy of Allergology and Clinical Immunology) 
\

\
Managing Editor of the “Journal of Clinical Pediatrics”
\

\
Managing Editor of the “Chinese Journal of Practical Pediatrics”
\

\
Graduated from the Fourth Military Medical University in 1985, Awarded PhD in Medicine from the Second Military Medical University in 1998, Visiting Scholar at the Lovelace Respiratory Research Centre of the University of New Mexico, USA from 2002-2004.
\

\
30 years of Clinical experience in Pediatrics, Expert in diagnosis and treatment of Pediatric Asthma
\

\
Main expertise of research: Genetic research and informative management research of Childhood Asthma, Awarded several National Science Scholarship grants for research, Published 105papers locally and internationally.
\

\
Contact address: Shanghai, 1665 Kong Jiang Road, Shanghai Xinhua Hospital Affiliated to the Shanghai Jiaotong University School of Medicine, Postal Code: 200092.","鲍一笑，医学博士、主任医师、教授，博士研究生导师
\

\
上海交通大学医学院附属新华医院
\

\
儿内科主任
\

\
儿内科教研室主任 
\

\
儿童呼吸科主任
\

\
上海交通大学哮喘诊治中心主任
\

\
全国儿童哮喘协作组组长
\

\
中华医学会儿科学会委员
\

\
中华医学会变态反应学会委员 
\

\
中华医学会儿科学会呼吸学组副组长
\

\
上海医学会儿科呼吸学组副组长
\

\
上海医学会变态反应学会常委
\

\
亚洲儿科呼吸学会STEERING MEMBER
\

\
ATS（美国胸科学会）会员
\

\
EAACI（欧洲哮喘过敏免疫学会）会员
\

\
《临床儿科杂志》常务编委
\

\
《中国实用儿科杂志》常务编委
\

\
1980年毕业于第四军医大学，1998年在第二军医大学获医学博士学位，2012-2014年在美国新墨西哥大学LOVELACE呼吸病研究所访问学者。
\

\
从事儿科临床工作30年，擅长儿科呼吸疾病尤其是儿童哮喘的诊断和治疗。研究方向为儿童哮喘的基因和信息化管理研究，承担国家自然基金等多项研究。建立汉族儿童哮喘基因预测模型，建立儿童哮喘交互信息管理平台，建立婴幼儿喘息急性期联合降阶梯方案。主编《小儿呼吸病学》、《儿童哮喘》等专著，在国内外发表论文105篇。",,,134,PED,"en,zh",WorldPath Clinic International,,,
398,SHEN,沈,Charlotte,薇,zh,F,,"Experience:
\

\
- Graduated from Shanghai Medical College affiliated to Fudan University, Master of Clinical Medicine and Medical Technology.
\
- Majored in pediatrics and pediatric neurology.
\
- Pediatrician at Children’s Hospital Fudan University for many years.
\
- Experienced in diagnosing and treating child respiratory infection, asthma, febrile seizure and encephalitis, and neurobehavioral development.
\
- Certified healthcare provider and pediatric advanced life support from the American Heart Association.
\
- Published numerous articles in medical journals.
\
","毕业于上海复旦大学医学院，硕士学位，主修儿内科和小儿神经科。
\
曾在上海复旦大学附属儿科医院工作多年，对于儿童的呼吸道感染、哮喘、腹泻，以及高热惊厥、脑炎等神经系统疾病的诊治和儿童保健有着丰富的临床经验。
\
拥有美国心脏协会颁布的儿科急救证书（BLS）和儿科高级生命支持证书（PALS）。
\
能用国语、英语和上海话与您交流。",,,134,PED,"en,zh",WorldPath Clinic International,,,
399,SUN,孙,Tao,涛,zh,F,,"Graduated from Shanghai First Medical College (School of Medicine, Fudan University),1963.
\

\
Specialized in internal medicine clinical work at Huashan Hospital.
\

\
Special interests include diagnosis and treatment of infectious diseases such as various types of lung infections, liver disease, urinary tract infections, meningitis, encephalitis, sepsis, toxic shock, high blood pressure, high cholesterol, coronary heart disease, diabetes and hyperuricemia.
\

\
Fluent in English and Mandarin. 
\
","毕业于上海第一医学院（现复旦大学医学院），在复旦大学附属华山医院从事内科临床医疗工作40余年，后期在华医院Worldwide Medical Center工作。近15年来致力于涉外医疗服务。
\
熟知各种感染性疾病如各类型肺部感染、肝病、尿路感染、脑膜炎、脑炎、败血症、中毒性休克等的诊断和治疗；熟悉高血压、高血脂、冠心病、糖尿病、高尿酸血症及所引发的脏器损害，各种胃肠道、胆道疾病的诊断和最新进展。",,,134,INT,"en,zh",WorldPath Clinic International,,,
400,SUI,隋,Michael,涛,zh,M,,"Experience:
\

\
Graduated from Capital University of Medical Sciences,1994.
\

\
International SOS,1997-2007.
\

\
Shanghai United Family Hospital,2007-2009.
\

\
Received training from University of Bielefeld Germany and University of Duke USA,2002.
\

\
Over 15 years of experience in Internal Medicine/Family Medicine.
\

\

\
",毕业于首都医科大学。近20年的行医生涯积累了丰富的临床经验。医术独到，擅长各类内科疾病治疗。曾任职于国际SOS和上海和睦家医院等大型私人诊疗机构。在德国比勒费尔德大学和美国杜克大学接受过正规专业培训。,,,134,INT,"en,zh",WorldPath Clinic International,,,
401,XU,徐,Feng,丰,zh,M,,"Experience:
\

\
The 7th descendant of well-knowed Chinese medicine family “Shi`s TCM Orthopedics &amp; Traumatology”, The Chinese medicine treatment technology from generation to generation has been recognized as the &quot;Intangible Cultural Heritage &quot;by Shanghai municipal authority.
\

\

\
Professional Background:
\
1987-1994, Doctor at Shanghai Sixth People’s Hospital.
\
1996-2001, Ph.D in the Nagoya University ,Japan.
\
2001-2011, Director of Youwadou Rehabilitation Clinic in Nagoya.(from Aug.2003 to Jul.2004 team doctor of Toyota Rugby ).
\
Present at shanghai Worldpath clinic.
\
","多年任职于上海第六人民医院。留学日本著名名古屋大学院医学博士。
\

\
“施氏伤科”第七代传人，在日有十余年康复诊所开业经验。擅长各种脊柱疾病和运动损伤治。曾担任日本丰田橄榄球队队医。现任上海市沃德医疗中心康复科医师。上海疼痛康复医学会委员。
\

\
",,,134,REHAB,"en,zh,ja",WorldPath Clinic International,,,
402,LI,李,Lina,楠,zh,F,,"Experience:
\

\
Dr. Li is a physician with more than 20 years clinical experience and research. She was graduated from Department of Medicine of Zhejiang Medical University (Medical School, Zhejiang University) and Department of Medicine of University of Hong Kong. She used to practice in Department of Cardiology of Sir Run Run Shaw Hospital of Zhejiang University and was an honorary clinical research associate of Department of Medicine of University of Hong Kong. She specializes in prevention, diagnosis, treatment and management of hypertension and heart failure, especially in rational drug therapy and individualized approach. 
\

\

\
She authored peer-reviewed journal articles, delivered university lectures and presented in international academic conferences. She is a professional member of American Heart Association, a member of Institute of Cardiovascular Diseases of University of Hong Kong, a life fellow of International Nutrition College and honorary professor of clinical nutrition, a life member of St. John College of University of Hong Kong, a member of Chinese Pharmacology Society, and a member of Chinese Nutrition Society. She was an invited commentator and writer on heart failure book chapter. She also contributed to Circulation, International Journal of Cardiology and British Journal of Clinical Pharmacology as a reviewer.",美国心脏协会专业会员， 香港大学心血管研究所会员， 国际营养学院终身会员和临床营养荣誉教授， 香港大学St.John学院终身会员， 中国药理学会会员， 中国营养学会会员等。 香港大学李嘉诚医学院内科系荣誉临床副研究员， 美国Nova Science出版社特约心力衰竭评述和作者， 《Circulation》、 《International Journal of Cardiology》、 《British Journal of Clinical Pharmacology》评审。,,,134,INT,"en,hk,zh",WorldPath Clinic International,,,
403,WU,吴,David,军,zh,M,,"Experience:
\

\
Cosmetic restoration and implant specialist.
\

\
Graduated from Departments of Removable Partial Denture.
\

\
Prosthodentics, Dental School. Nihon-University. Tokyo, Japan.
\

\
Awarded the honored degree of Doctor of Philosophy (P.H.D).
\

\
He had been a clinic director,in charge of a well-know dental clinic group.
\

\
Promote Japanese technical system and give training to clinic staff.
\

\
Awarded the first prize of China-Japan Medical Association doctor essay.
\

\
Awarded the scholarship of Culture and Healthy Authorities in Japan.
\

\
General Practice,including Prosthetic,Endo,Cosmetic.Worked in the Departments
\

\
Of Renovate,dental hospital in Tokyo,Japan.
\

\
Professional treatment in difficult cosmetic restoration,implant surgery.","毕业于东京日本大学齿学部研究生院口腔修复学和神经生理学专业，获齿科医学博士学位。曾获得日本文部省（日本文化）日中医学会优秀外国研究生奖和奖学金。
\
在东京日本大学齿学院附属病院修复科担任主治医师数年；曾任职于中美合资口腔专科医院特需医疗，服务于高端客户。熟悉海内外尖端牙科技术治疗手段，临床经验丰富。
\
将美学融入到现代齿科治疗中，在保证健康、功能的同时，最大限度地兼顾美观效果，客户中不乏明星、名模。
\
擅长各种牙种植系统的修复，美容齿科修复治疗等高难度的齿科美容治疗，对种植修复和微创外科技术有很高的造诣。 拥有超过1000例的种植牙成功案例，深受患者的好评。
\
",,,134,DENT,"ja,en,zh",WorldPath Clinic International,,,
404,WANG,王,Fubo,福波,zh,M,,"Experience:
\

\
Dr. Fubo WANG, Master of Medicine, Head Physician.
\
Graduated from Shanghai University of Traditional Chinese Medicine.
\
Lecturer of Human Anatomy Study at Shanghai University of Traditional Chinese Medicine.
\
Fellow of China Institute of Anatomy.
\
Fellow of Shanghai Medical Association.
\
Over 20 years’ experience in traditional Chinese medicine.
\
Main services: To provide health care service for Japanese in Shanghai.
\

\
Consulting phone number: 
\
(021) 20207873 (Japanese);
\
18964544332 (Japanese);
\
13764546352 (Chinese)","上海中医药大学硕士研究生毕业，从事中西医结合临床工作20余年。现任上海中医药大学人体解剖学讲师、中国解剖学会会员、上海医学会会员、上海沃德医疗中心中医医师。
\
擅长中西医结合，治疗各科常见病和一些疑难病症。如感冒、咳嗽、气管炎、胃痛、便秘、肠炎、消化不良、胆囊炎、膀胱炎、小便异常、尿结石、肥胖症、失眠、糖尿病、中风后遗症、慢性疲劳综合症等内科病症；不育不孕症、痛经、月经不调、更年期综合征、附件炎、盆腔炎、阴道炎等妇科病症；荨麻疹、湿疹、皮肤瘙痒、各种皮炎等皮肤病症；头痛、颈椎病、肩周炎、腰腿痛、关节痛等各种疼痛症。
\

\
具有扎实的解剖功底，中医号脉诊断明确，以辨证用药中西医结合，治疗疗效显著而闻名。
\
",,,134,"GEN,CHIN","zh,en,ja",WorldPath Clinic International,,,
405,GU,顾,Jane,菁,zh,F,,"Experience:
\

\
Graduated from Medical School of Shanghai Jiao Tong University,2002.
\

\
Maxam Dental Clinic,2002-2009.
\

\
Specializes in tooth filling, root canal, periodontics treatment, cosmetic restoration and oral surgery.
\
","
\

\
毕业于交通大学医学院口腔系，中华口腔医学会委员。长期从事口腔内科、口腔外科、口腔修复及儿童口腔疾病的全科治疗工作。在上海美加净口腔门诊部服务多年，积累了大量临床诊疗经验。
\
能从口腔全科医师的角度对患者进行综合序列治疗，精通根管治疗、美容修复及牙周病翻瓣手术等。在口腔诊疗方面有很高的学术理论水平和丰富的临床经验，医德高尚，技术娴熟，深得患者赞赏。",,,134,DENT,"en,zh",WorldPath Clinic International,,,
406,CHEN,陈,Zhe,喆,zh,F,,"Experience:
\

\
Graduated from Medical School of Shanghai Jiao Tong University in 1987.
\
Completed ophthalmology residency and Chief Ophthalmologist at Shanghai Jiao Tong University Ninth People’s Hospital,1987-1993.
\
Fellowship at Nippon Medical University,1993-1994.
\
Japanese Program at Tokyo University,1994-1995.
\
Visiting Scholar and PH.D program at Tokyo University,1995-1999.
\
Medical Research in Diabetic Retinopathy and Aged Macular Degeneration at EPS CO.,LTD,1999-2008.
\
Published many articles in medical journals.
\
Over 23years of experience specializing in eye care, especially in Retinal disease, Refractive disorder, shows special interest in pre and post co- management of Cataract and refractive surgical patients.
\
","
\

\
1987年毕业于上海第二医科大学医疗系（现上海交通大学医学院），临床工作经验25年。
\
历任上海第二医科大学附属第九人民医院眼科主治医师，讲师；日本医科大学客座研究员；曾在东京大学医学院附属医院眼科从事临床研究工作15年，主要研究领域：糖尿病视网病变和年龄相关性黄斑变性（均为日本厚生省科研基金项目）。
\

\
擅长一般眼科疾病、眼底病变以及儿童屈光不正矫治，眼部畸形的手术整形矫正。
\
",,,134,OPH,"ja,en,zh",WorldPath Clinic International,,,
407,SHEN,沈,Irene,捷,us,F,,"Experience:
\

\
Irene Shen, licensed psychologist, Master Degrees from ASU and CSU.
\

\
Provide psychiatric care for outpatients, responsibilities including but not limited to,
\
Counseling psychology, Mental health/disorders counseling (anxiety and depression etc), Marriage and family therapy, Occupational therapy.
\

\
*Work on group as well as individual therapies 
\
",拥有美国加州州立、亚利桑那州立双硕士学位，多年服务于个体及团体咨询和辅导；有丰富个案经验和沟通技巧。服务对象跨度广泛，以企业高层，白领精英，及海外人士为主。心理咨询范围：家庭关系，情感危机，社会适应不良，抑郁，焦虑，上瘾症，女性心理，青少年心理，亲子关系，职业辅导等。,,,134,PSYCHO,"en,zh",WorldPath Clinic International,,,
408,HALAMKA,,John,,zh,M,,,,,,134,DENT,zh,WorldPath Clinic International,,,
