code,baiji_shop_id,tcv_id,official_name,common_name,drug_format,size,approval_number,department_name,drug_type,member_price,sale_price,company,rx_otc,composition,indications,usage,warning,adverse_reactions,storage_type,link,picture
120907,5870,,尼莫地平片,尼莫地平片,片剂,20mg*50片,国药准字H44025019,神经和肌肉系统,神经和肌肉系统-神经营养剂,5,5,广东华南药业集团有限公司,RX处方登记,尼莫地平,用于各种原因的蛛网膜下隙出血后的脑血管痉挛和急性脑血管病恢复期的血液循环改善。,①缺血性脑血管病：口服 每日30～120mg(1片半～6片)，分3次服用，连服一个月。  ②偏头痛：口服 一次40mg(2片），一日3次，12周为一疗程，有效率达88%，约有一半病例可基本痊愈或显效，对血管性、紧张性和丛集性以及混合型头痛等均能减轻疼痛程度，减少发作频率和持续时间，并能防止先兆症状的出现。  ③蛛网膜下腔出血所引起的脑血管痉挛：口服 一次40～60mg(2～3片)，一日3～4次，3～4周为一疗程，如需手术的患者，手术当天停药，以后可继续服用。  ④突发性耳聋：口服 一次40～60mg(2～3片），分三次服用，5天为一疗程，一般用药3～4疗程。  ⑤轻、中度高血压病：高血压病合并有上述脑血管病者，可优先选用。口服开始一次40mg(2片)，一日3次，一日最大剂量为240mg(12片)。,(1)脑水肿及颅内压增高患者须慎用。   (2)尼莫地平的代谢产物具有毒性反应，肝功能损害者应当慎用。   (3)本品可引起血压的降低。在高血压合并蛛网膜下隙出血或脑卒中患者中，应注意减少或暂时停用降血压药物，或减少本品的用药剂量。   (4)可产生假性肠梗阻，表现为腹胀、肠鸣音减弱。当出现上述症状时应当减少用药剂量和保持观察。   (5)避免与β-阻断剂或其他钙拮抗剂合用。 ,大量临床实践证明，蛛网膜下隙出血者应用尼莫地平治疗时约有11.2%的病者出现不良反应。最常见的不良反应有： (1)血压下降，血压下降的程度与药物剂量有关。 (2)肝炎。 (3)皮肤刺痛。 (4)胃肠道出血。 (5)血小板减少。 (6)偶见一过性头晕、头痛、面潮红、呕吐、胃肠不适等。此外，口服尼莫地平以后，个别病人可发生碱性磷酸酶(ALP)、乳酸脱氢酶(LDH）、AKP的升高，血糖升高以及个别人的血小板数的升高。 ,密封,http://www.baiji.com.cn/goods-5870.html,http://imgcdn.baiji.com.cn/images/201312/thumb_img/5870_thumb_G_1386298799171.JPG
121481,7123,,尿嘧啶替加氟片,尿嘧啶替加氟片,片剂,0.112g：50mg*20片,国药准字H37023697,肿瘤,抗肿瘤药-化疗药-抗代谢类,16,17,齐鲁制药有限公司,凭原处方销售,替加氟和尿嘧啶,主要用于胃癌、肠癌、胰腺癌等消化道癌，亦可用于乳腺癌、鼻癌、肺癌和肝癌。手术前后用药可防止癌的复发、扩散和转移。,口服，一日3次，每次2～4片或遵医嘱。,　　1、用药期间定期检白细胞、血小板计数，若出现骨髓抑制，轻者对症处理，重者需减量，必要时停药。一般停药2～3周即可恢复。    　　2、轻度胃肠道反应可不必停药，给予对症处理，严重者需减量或停药，餐后服用可以减轻胃肠道反应。    　　3、有肝肾功能障碍的病人使用时应慎重，酌情减量。,轻度骨髓抑制表现为白细胞和血小板减少。轻度胃肠道反应以食欲减退、恶心为主，个别病人可出现呕吐、腹泻和腹痛，停药后可消失。其他反应有乏力、寒颤、发热、头痛、眩晕、运动失调、皮肤瘙痒、色素沉着、粘膜炎等。,"密闭,避光保存",http://www.baiji.com.cn/goods-7123.html,http://imgcdn.baiji.com.cn/images/201302/thumb_img/7123_thumb_G_1361765388114.jpg
112071,6913,,尿崩停,鞣酸加压素注射液,注射剂,5ml:300U,国药准字H31022938,泌尿科,泌尿生殖系统-尿频尿急药,124,124,上海第一生化药业有限公司,凭原处方销售,鞣酸加压素,用于中枢性尿崩症。,肌内注射，初次剂量0.1ml，以后逐渐递增至一次0.2～0.5ml，视病情而定，以一次注射能控制多尿症状3～6天为宜。,（1）注射前需将本品摇匀后再肌注。  （2）剂量多少视病情而定，耐受量低的病人不可多用，以免产生反应；耐受量高者，可注射1ml。  （3）冠状动脉疾病、动脉硬化，心力衰竭患者及孕妇禁用。 ,,密封，置阴凉处,http://www.baiji.com.cn/goods-6913.html,http://imgcdn.baiji.com.cn/images/201204/thumb_img/6913_thumb_G_1333957582696.jpg
250411,7866,,尿毒清颗粒,尿毒清颗粒,颗粒剂,5g*15袋(无糖),国药准字Z20073256,泌尿科,泌尿生殖系统-尿素氮吸附药,63,66,康臣药业(内蒙古)有限责任公司,RX处方登记,大黄、黄芪、甘草、茯苓、白术、制何首乌、川芎、菊花、丹参、姜半夏等。,通腑降浊、健脾利湿、活血化瘀。用于慢性肾功能衰竭，氮质血症期和尿毒症早期、中医辨证属脾虚湿浊症和脾虚血瘀症者。,温开水冲服。每日四次，6、12、18时各服一袋，22时服2袋，每日最大量8袋，也可另订服药时间，但两次服药间隔勿超过8小时。,1、应在医生知道下按主治证候用药，按时按量服用。  2、按功能衰竭程度，采用相应的肾衰饮食，忌豆类食品。  3、服药后大便呈半糊状为正常现象，如呈水样便减量使用。  4、本品可与对肾功能无损害的抗生素、化学药降压、利尿、抗酸、降尿酸药并用。  5、忌与氧化淀粉等化学吸附剂合用。,,密封,http://www.baiji.com.cn/goods-7866.html,http://imgcdn.baiji.com.cn/images/201401/thumb_img/7866_thumb_G_1390719803729.jpg
251090,7890,,尿清舒颗粒,尿清舒颗粒,颗粒剂,10g*12袋,国药准字Z20026440,泌尿科,泌尿生殖系统-利尿药,80.4,80.4,广州一品红制药有限公司,RX处方登记,山木通、野菊花、虎杖、地胆草、车前草、重楼、蔗糖粉、乳糖粉。,清热利湿，利水通淋。用于湿热蕴结所致淋症，小便不利，淋沥涩痛，慢性前列腺炎属上述证候。,口服，一次10～20g，一日3次。,孕妇及身体虚寒者慎用。   ,尚不明确。,密封,http://www.baiji.com.cn/goods-7890.html,http://imgcdn.baiji.com.cn/images/201401/thumb_img/7890_thumb_G_1390545985723.jpg
171177,10654,,尿素软膏,尿素软膏,软膏剂,10g（10%）,国药准字H31022413,肿瘤,抗肿瘤药-辅助药-化疗保护剂,,4.8,上海通用药业股份有限公司,RX处方登记,本品每支含尿素1克。辅料为：硬脂酸、十八醇、白凡士林、甘油、十二烷基硫酸钠、羟苯乙酯、纯化水,用于手足皲裂；也可用于角化型手足癣所引起的皲裂。,,,,阴凉,http://www.baiji.com.cn/goods-10654.html,http://imgcdn.baiji.com.cn/images/201305/thumb_img/10654_thumb_G_1369372467203.jpg
237753,9669,,尿路通胶囊,尿路通胶囊,胶囊剂,0.3g*36粒,国药准字Z20060041,泌尿科,泌尿生殖系统-尿道结石用药,,98,广西古方药业有限公司,RX处方登记,0,0,,,,常温,http://www.baiji.com.cn/goods-9669.html,http://imgcdn.baiji.com.cn/images/201303/thumb_img/9669_thumb_G_1363314825212.jpg
137665,8872,,山乐汀,阿托伐他汀钙片,片剂,10mg*7片,注册证号H20100053,心脑血管,心脑血管系统-抗高血脂药,31.2,31.2,斯洛文尼亚Lek Pharmaceuticals d.d.,RX处方登记,阿托伐他汀钙,1．原发性高胆固醇血症和混合性高脂血症，降低升高的TC、LDL-C、ApoB和TG水平。 2．高胆固醇血症并有动脉粥样硬化危险的病人。,,,,密封,http://www.baiji.com.cn/goods-8872.html,http://imgcdn.baiji.com.cn/images/201301/thumb_img/8872_thumb_G_1358476733213.jpg
237804,9179,,山海丹胶囊,山海丹胶囊,胶囊剂,0.5g*40粒,国药准字Z10910049,心脑血管,心脑血管系统-用于心血管疾病的其它药物,28,32,陕西医药控股集团山海丹药业有限责任公司,RX处方登记,三七、人参、黄芪、红花、山羊血粉、决明子、葛根、佛手、海藻、何首乌、丹参、川芎等。,活血通络。适用于心脉瘀阴，胸痹。对于气血两虚、易于疲劳、睡眠不佳、腰膝酸软、身体虚弱、免疫力低下、术后恢复者及治疗和预防肿瘤的发生都有很好的作用。,,,,密封,http://www.baiji.com.cn/goods-9179.html,http://imgcdn.baiji.com.cn/images/201305/thumb_img/9179_thumb_G_1369618048503.jpg
238300,11538,,山海丹胶囊,山海丹胶囊,胶囊剂,0.5g*60粒,国药准字Z10910049,心脑血管,心脑血管系统-用于心血管疾病的其它药物,38,42,陕西医药控股集团山海丹药业有限责任公司,RX处方登记,三七、人参、黄芪、红花、山羊血粉、决明子、葛根、佛手、海藻、何首乌、丹参、川芎等。,活血通络。适用于心脉瘀阴，胸痹。对于气血两虚、易于疲劳、睡眠不佳、腰膝酸软、身体虚弱、免疫力低下、术后恢复者及治疗和预防肿瘤的发生都有很好的作用,,,,常温,http://www.baiji.com.cn/goods-11538.html,http://imgcdn.baiji.com.cn/images/201405/thumb_img/11538_thumb_G_1401415187816.jpg
131066,7306,,岩列舒,比卡鲁胺胶囊,胶囊剂,50mg10粒3板,国药准字H20060983,肿瘤,抗肿瘤药-激素类-内分沁类,990,1145,山西振东制药有限公司,凭原处方销售,比卡鲁胺,与促黄体生成素释放激素（LHRH）类似物活外科睾丸切除术联合应用于晚期前列腺癌的治疗。,口服。  （1）成人     成年男性包括老年人：一次1粒（50mg），一日1次，用本品治疗应与LHRH类似物或外科睾丸切除术治疗同时开始。  （2）儿童     本品禁用于儿童。  （3）肾损害  对于肾损害的病人无需调整剂量。  （4）肝损伤 对于轻度肝损害的病人无需调整剂量，中重度肝损害的病人可能发生药物蓄积（见注意事项）。,本品禁用于妇女和儿童。  本品不能用于对本品过敏的病人 。  本品不可与特非那定、阿司咪唑或西沙比利联合使用。,本品一般来说有良好的耐受性，少有不良反应而停药的情况。                                                                  不良反应发生频率        频率                                            系统分类                                          事件  多见（≥10％）                          生殖系统和乳房                            乳房触痛（1）                                                                                                                男性乳房女性化（1）                                                                 全身                                                 潮红（1）  常见（≥1％且＜10%)               胃肠道                                            腹泻、恶心                                                        肝胆系统                                         肝功能改变（2）（转氨酶水平升高、胆汁阻塞、黄疸）                                                        全身                                                 乏力、瘙痒  少见（≥0.1％且＜1％）          免疫系统                                         过敏反应，包括血管神经性水肿和荨麻疹                                                        呼吸，胸廓和纵隔                        间质性肺病  罕见（≥0.01％且＜0.1％）     胃肠道                                            呕吐                                                        皮肤和皮下组织                            皮肤干燥                                                        肝胆系统                                        肝功能衰竭（3）  （1）可随睾丸切除术减轻。  （2）极少出现重度的肝功能变化，这种改变常常是短暂的。无论是继续治疗还是随即中止治疗均可逐渐消退或改善（见注意事项）。  （3）接受本品治疗的患者中，极少出现肝功能衰竭，但其因果关系尚未确立。应考虑定期检查肝功能（见注意事项）。           罕见观察到对心血管的作用，如心绞痛、心衰、传导障碍（包括PR和QT间期延长），心律不齐和非特异性ECG改变。           罕见报告血小板减少症。           在使用本品与LHRH类似物伍用进行临床研究期间还观察到下列不良事件（临床试验者认为可能与药物相关且发生率≥1％）。这些不良事件与药物的使用尚未建立因果关系，有些是老年人日常固有的。            心血管系统：心衰。            消化系统：厌食、口干、消化不良、便秘、胃肠胀气。            中枢神经系统：头晕、失眠、嗜睡、性欲减低。            呼吸系统：呼吸困难。            泌尿生殖系统：阳痿、夜尿增多。            血液学：贫血。            皮肤及其附件：脱发、皮疹、出汗、多毛。           代谢及营养：糖尿病、高血糖、水肿、体重增加、体重减轻。           全身：腹痛、胸痛、头痛、疼痛、骨盆痛、寒战。,密封,http://www.baiji.com.cn/goods-7306.html,
210107,7505,,岩舒,复方苦参注射液,注射剂,5ml*5支,国药准字Z14021231,肿瘤,抗肿瘤药-中成药-辅助用药,210,222,山西振东制药股份有限公司,凭原处方销售,苦参、白土苓,用于癌肿疼痛、出血。,"肌肉注射，一次2～4ml，一日2次；或静脉滴注，一次12ml，用氯化钠注射液200ml稀释后应用，一日一次，儿童酌减，全身用药总量200ml为一个疗程,一般可连续使用2~3个疗程。",在医师指导下使用。使用前若发现药液混浊、沉淀、安瓶破裂等现象时，  请勿使用。常温下保存，忌冷冻及高温。,本品无明显全身毒副反应，局部使用有轻度刺激，但吸收良好。,"密闭,避光保存",http://www.baiji.com.cn/goods-7505.html,http://imgcdn.baiji.com.cn/images/pic4/100/210107_1.JPG
113402,6735,,岩迪,盐酸托烷司琼注射液,注射剂,5ml:5.64mg,国药准字H20052476,肿瘤,抗肿瘤药-辅助药-止呕吐,169.1,178,山西振东制药股份有限公司,凭原处方销售,盐酸托烷司琼,用于预防和治疗化疗引起的恶心和呕吐，用于外科全麻手术后的恶心和呕吐。,,,,密封，置阴凉处,http://www.baiji.com.cn/goods-6735.html,
231745,9327,,岩鹿乳康胶囊,岩鹿乳康胶囊,胶囊剂,0.4g*10粒*4板,国药准字Z20025379,妇儿科,妇儿科用药－乳腺疾病用药,,68,云南龙海天然植物药业有限公司,RX处方登记,岩陀、鹿衔草、鹿角霜。,益肾。活血，软坚散结。用于肾阳不足、气滞血瘀所致的乳腺增生。,,,,密封,http://www.baiji.com.cn/goods-9327.html,http://imgcdn.baiji.com.cn/images/201304/thumb_img/9327_thumb_G_1365731464510.jpg
237725,9329,,岩鹿乳康胶囊,岩鹿乳康胶囊,胶囊剂,0.4g*10粒*3板,国药准字Z20025379,妇儿科,妇儿科用药－乳腺疾病用药,,35,云南龙海天然植物药业有限公司,RX处方登记,岩陀、鹿衔草、鹿角霜。,益肾。活血，软坚散结。用于肾阳不足、气滞血瘀所致的乳腺增生。,,,,密封,http://www.baiji.com.cn/goods-9329.html,
113277,6943,,川威,盐酸法舒地尔注射液,注射剂,2ml:30mg*3支,国药准字H20040356,神经和肌肉系统,神经和肌肉系统-脑血管病用药,249.9,249.9,天津红日药业股份有限公司,凭原处方销售,盐酸法舒地尔,改善及预防蛛网膜下腔出血术后的脑血管痉挛及随之引起的脑缺血症状。 ,通常，成人以盐酸法舒地尔计，1次将30 mg（1支）用50-100 mL的电解质溶液或葡萄糖溶液稀释，1日2-3次，每次约用30分钟静脉滴注。  本剂在蛛网膜下腔出血术后早期开始应用，一般应用2周为宜。  ,下述患者应慎重用药 ：术前合并糖尿病的患者、术中在主干动脉有动脉硬化所见的患者 ；肾功能障碍的患者 ：有可能延迟排泄，持续血药浓度，出现低血压，因此观察到低血压时应减量（例如1次10 mg） ；肝功能障碍的患者（有可能延迟代谢，使血药浓度升高而增强作用） ；严重意识障碍的患者（使用经验少，尚未确立有效性） ；70岁以上的高龄患者（对预后功能的改善可能无效，尚未确立有效性）；蛛网膜下腔出血合并重症脑血管障碍（烟雾病、巨大脑动脉瘤等）的患者（无使用经验，尚未确立有效性及安全性）。  大鼠及猴静脉内给药实验，有引起肾损害的报告。  ,本药在总病例4907例中，571例(11.64%)出现不良反应。其主要不良反应有AST(GOT)、ALT(GPT)、ALP、LDH升高等肝功能异常375例(7.64%)，颅内出血80例(1.63%)，低血压29例(0.59%)。（1999年6月安全性定期报告）。  重大不良反应 ：颅内出血(1.63%) - 有时会出现颅内出血。消化道出血、肺出血、鼻出血、皮下出血(0.29%) - 有时会出现消化道出血、肺出血、鼻出血、皮下出血等出血，故注意观察，若出现异常，应停药并予以适当处置。  ,"密闭,30℃以下",http://www.baiji.com.cn/goods-6943.html,http://imgcdn.baiji.com.cn/images/201209/thumb_img/6943_thumb_G_1348815737466.jpg
121573,11819,,川流,爱普列特片,片剂,5mg*10片,国药准字H20010669,泌尿科,泌尿生殖系统-前列腺用药,36.6,36.6,江苏联环药业股份有限公司,RX处方登记,爱普列特,用于治疗良性前列腺增生症，改善因良性前列腺增生的有关症状。,口服，每次1片（5mg），每日早晚各一次，饭前饭后均可，疗程4个月或遵照医嘱。,尚不明确。,可见恶心、食欲减退、腹胀、腹泻、口干、头昏、失眠、全身乏力、皮疹、性欲下降、勃起功能障碍、射精量下降、耳鸣、耳塞、髋部痛等，其发生率约为6.63%。本品Ⅳ期临床研究中，实验室检查异常发生率为2.49%，包括肝功能异常（氨基转移酶升高、总胆红素升高）、肾功能异常（尿素氮升高、肌酐升高）、血常规异常（血红蛋白降低、白细胞降低、血小板降低），其中肾功能与血常规异常与本品的关系尚未确定。,密封，置阴凉处,http://www.baiji.com.cn/goods-11819.html,http://imgcdn.baiji.com.cn/images/201401/thumb_img/11819_thumb_G_1389590791655.jpg
240023,7834,,川黄口服液,川黄口服液,口服溶液剂,10ml*6支,国药准字Z20025021,肿瘤,抗肿瘤药-中成药-辅助用药,22.2,22.2,四川升和药业股份有限公司,RX处方登记,丹参、党参、制何首乌、枸杞、杜仲、川芎、黄芪、当归。 ,益气养血，滋补肝肾，活血化瘀。能忙乱善气血两虚，肝肾不足所致的神疲乏力，头晕目眩，腰膝酸软等症。对免疫功能低下、放化疗后白细胞减少及高脂血症等有辅助治疗作用。,口服，一次10ml，一日3次。,（1）孕妇慎用：  （2）如有少量沉淀，摇匀后服用。,,密封，置阴凉处,http://www.baiji.com.cn/goods-7834.html,http://imgcdn.baiji.com.cn/images/201208/thumb_img/7834_thumb_G_1344224982164.jpg
127569,10720,,左代,溴夫定片,片剂,125mg*1片,注册证号H20090071,皮肤科,皮肤科-其它药,498,498,Berlin-Chemie AG (Menarini Group),RX处方登记,0,0,,,,常温,http://www.baiji.com.cn/goods-10720.html,http://imgcdn.baiji.com.cn/images/201403/thumb_img/10720_thumb_G_1396252905105.jpg
121149,7086,,左旋多巴片,左旋多巴片,片剂,0.25g*100片,国药准字H45021569,神经和肌肉系统,神经和肌肉系统-抗震颤麻痹药,20.9,20.9,北海阳光药业有限公司,RX处方登记,左旋多巴,用于帕金森病及帕金森综合征。,口服。开始一次250mg，一日2~4次，饭后服用。以后视患者耐受情况，每隔3~7日增加一次剂量，增加范围为每日125~750 mg，直至最理想的疗效为止。每日最大量6g，分4~6次服用。脑炎后及老年患者应酌减剂量。  ,高血压、心律失常、糖尿病、支气管哮喘、肺气肿、肝肾功能障碍、尿潴留者慎用。有骨质疏松的老年人，用本品治疗有效者，应缓慢恢复正常的活动，以减少引起骨折的危险。用药期间需注意检查血常规、肝肾功能及心电图。  ,常见的不良反应有：恶心，呕吐，直立性低血压，头、面部、舌、上肢和身体上部的异常不随意运动，精神抑郁，排尿困难。较少见的不良反应有：高血压、心律失常、溶血性贫血。  ,"密闭,避光保存",http://www.baiji.com.cn/goods-7086.html,
127671,9204,,左旋多巴片,左旋多巴片,片剂,0.25g*100片,国药准字H31020888,神经和肌肉系统,神经和肌肉系统-抗震颤麻痹药,20,20.9,上海福达制药有限公司,RX处方登记,左旋多巴,用于儿童，青少年中屈光不正性弱视，屈光参差性弱视以及斜视性弱视患者。,,,,"密闭,避光保存",http://www.baiji.com.cn/goods-9204.html,http://imgcdn.baiji.com.cn/images/201312/thumb_img/9204_thumb_G_1386840375010.JPG
121519,5932,,左洛复(原名：郁乐复),盐酸舍曲林片,片剂,50mg*14片,国药准字H10980141,神经和肌肉系统,神经和肌肉系统-抗抑郁药抗焦虑药,92,94,辉瑞制药有限公司,凭原处方销售,盐酸舍曲林,舍曲林主要用于治疗抑郁症和强迫症，包括伴随焦虑、有或无躁狂史的抑郁症、抑郁性疾病相关的症状。,6岁以上儿童，成人，包括老年人通常有效剂量为50 mg/日，每日口服一次。少数患者的疗效不佳而对药物耐受性较好时，可在几周内逐渐增加药物剂量，每次增加50 mg，最大增至200 mg/日，每日1次。  用药7天左右可见疗效，完全的疗效则在2-4周才显现，强迫症疗效的出现可能需要更长时间。长期用药应维持在最低有效治疗剂量。      ,,恶心、稀便或腹泻、厌食、消化不良、震颤、头晕、失眠、瞌睡、多汗、口干及性功能障碍（在男性主要表现为射精延迟）。  偶有（大约0.8%）无症状的血清转氨酶增高（SGOT和SGPT），这些异常多发生在服药后的前1-9周，且于停药后即可消失。  曾有低钠血症的个别报告，且于停药后可以逆转。有些病例可能由抗利尿激素分泌失调综合征引起。多数的报告发生在老年人及应用利尿剂或其它治疗的病人。  在使用舍曲林的病人中，曾偶有血小板功,"密闭,30℃以下",http://www.baiji.com.cn/goods-5932.html,http://imgcdn.baiji.com.cn/images/201312/thumb_img/5932_thumb_G_1386668695814.JPG
127860,11030,,左益,苯磺酸左旋氨氯地平片,片剂,5mg*14片,国药准字H20083459,心脑血管,心脑血管系统-钙拮抗药,61.5,61.5,浙江昂利康制药有限公司,RX处方登记,0,0,,,,常温,http://www.baiji.com.cn/goods-11030.html,
127583,8363,,巯嘌呤片,巯嘌呤片,片剂,50mg*100片,国药准字H61021058,肿瘤,抗肿瘤药-化疗药-其它化疗类药物,57.2,57.2,陕西兴邦药业有限公司,凭原处方销售,0,0,,,,,http://www.baiji.com.cn/goods-8363.html,http://imgcdn.baiji.com.cn/images/201410/thumb_img/8363_thumb_G_1413427264338.jpg
237844,9221,,巴戟天寡糖胶囊,巴戟天寡糖胶囊,胶囊剂,0.3g*20粒,国药准字Z20120013,神经和肌肉系统,神经和肌肉系统-抗抑郁药抗焦虑药,208,208,北京同仁堂股份有限公司同仁堂制药厂,RX处方登记,巴戟天低聚寡糖,舒郁安神，补肾益智。用于抑郁症(肾虚型)，症见抑郁情绪、心绪低落、提心吊胆、入睡难眠、失眠多梦、焦虑多疑、疲倦乏力、性欲减退、耳鸣健忘等。,,,,常温,http://www.baiji.com.cn/goods-9221.html,http://imgcdn.baiji.com.cn/images/201308/thumb_img/9221_thumb_G_1376110008909.jpg
171065,6203,,布特,氟芬那酸丁酯软膏,软膏剂,10g:0.5g,国药准字H20030188,皮肤科,皮肤科-抗过敏药,30,30.2,沈阳抗生素厂,RX处方登记,氟芬那酸丁酯,对非感染性亚急性湿疹、慢性湿疹、慢性单纯性苔藓等皮肤疾病具有治疗作用。, 外用，成人每次适量涂于患处，每日2次，或遵医嘱。,,,常温,http://www.baiji.com.cn/goods-6203.html,http://imgcdn.baiji.com.cn/images/201401/thumb_img/6203_thumb_G_1390810882990.jpg
127689,8860,,帅泰,硫酸氢氯吡格雷片,片剂,25mg*20片,国药准字H20123115,心脑血管,心脑血管系统-抗凝剂、抗血栓形成和纤维溶解剂,72,80,河南新帅克制药股份有限公司,RX处方登记,硫酸氢氯吡格雷,预防和治疗因血小板高聚集状态引起的心、脑及其它动脉的循环障碍疾病。,,,,密封，置阴凉处,http://www.baiji.com.cn/goods-8860.html,http://imgcdn.baiji.com.cn/images/201403/thumb_img/8860_thumb_G_1396252621521.jpg
122488,7210,,帅能,复方甘草酸苷片,片剂,25mg*30片,国药准字H20073723,肝病,肝病-肝细胞保护剂,37,39,河南新帅克制药股份有限公司,RX处方登记,甘草酸苷、甘氨酸、蛋氨酸,治疗慢性肝病，改善肝功能异常。可用于治疗湿疹、皮肤炎、斑秃。,,,,常温,http://www.baiji.com.cn/goods-7210.html,http://imgcdn.baiji.com.cn/images/pic13/100/122488_1_2.jpg
130483,6073,,希刻劳,头孢克洛胶囊,胶囊剂,250mg*6粒,国药准字H10983030,皮肤科,皮肤科-抗细菌药,34.7,34.7,礼来苏州制药有限公司,凭原处方销售,头孢克洛,用于由敏感菌所致呼吸系统、泌尿系统、耳鼻喉科及皮肤、软组织感染等。,口服：成人常用量一次0.25g，一日3次。严重感染患者剂量可加倍，但每日总量不超过4.0g。或遵医嘱。,（1）本品与青霉素类或头霉素（cephamycin）有交叉过敏反应，因此对青霉素类、青霉素衍生物、青霉胺及头霉素过敏者慎用。  （2）肾功能减退及肝功能损害者慎用。  （3）有胃肠道疾病史者，特别是溃疡性结肠炎、局限性肠炎或抗生素相关性结肠炎者慎用。  （4）长期服用本品可致菌群失调，引发继发性感染。  （5）对实验室检查指标的干扰：抗球蛋白（Coombs）试验可出现阳性；硫酸铜尿糖试验可呈假阳性，但葡萄糖酶试验法不受影响；血清丙氨酸氨基转移酶、门冬氨酸氨基转移酶、碱性磷酸酶和血尿素氮可升高；采用Jaffe反应进行血清和尿肌酐值测定时可有假性增高。  （6）本品宜空腹口服，因食物可延迟其吸收。牛奶不影响本品吸收。,（1）多见胃肠道反应：软便、腹泻、胃部不适、食欲不振、恶心、呕吐、嗳气等。  （2）血清病样反应较其他抗生素多见，小儿尤其常见，典型症状包括皮肤反应和关节痛。  （3）过敏反应：皮疹、荨麻疹、嗜酸性粒细胞增多、外阴部瘙痒等。  （4）其他：血清氨基转移酶、尿素氮及肌酐轻度升高、蛋白尿、管型尿等。,密封，置阴凉处,http://www.baiji.com.cn/goods-6073.html,http://imgcdn.baiji.com.cn/images/pic5/100/130483_1_2.jpg
150586,6143,,希刻劳,头孢克洛干混悬剂,颗粒剂,125mg*6袋,国药准字H10983028,皮肤科,皮肤科-抗细菌药,23.9,23.9,礼来苏州制药有限公司,凭原处方销售,头孢克洛,用于敏感菌所致的呼吸系统、泌尿系统、耳鼻喉科及皮肤、软组织感染等。,口服。成人一次0.25g，一日3次。严重感染患者剂量可加倍，但一日总量不超过4g。或遵医嘱。小儿按体重一日20～40mg/kg，分3次给予，但一日总量不超过1g。,（1）本品与青霉素类或头霉素（cephamycin）有交叉过敏反应，因此对青霉素类、青霉素衍生物、青霉胺及头霉素过敏者慎用。  （2）肾功能减退及肝功能损害者慎用。  （3）有胃肠道疾病史者，特别是溃疡性结肠炎、局限性肠炎或抗生素相关性结肠炎者慎用。  （4）长期服用本品可致菌群失调，引发继发性感染。  （5）对实验室检查指标的干扰：抗球蛋白（Coombs）试验可出现阳性；硫酸铜尿糖试验可呈假阳性，但葡萄糖酶试验法不受影响；血清丙氨酸氨基转移酶、门冬氨酸氨基转移酶、碱性磷酸酶和血尿素氮可升高；采用Jaffe反应进行血清和尿肌酐值测定时可有假性增高。  （6）本品宜空腹口服，因食物可延迟其吸收。牛奶不影响本品吸收。,（1）多见胃肠道反应：软便、腹泻、胃部不适、食欲不振、恶心、呕吐、嗳气等。  （2）血清病样反应较其他抗生素多见，小儿尤其常见，典型症状包括皮肤反应和关节痛。  （3）过敏反应：皮疹、荨麻疹、嗜酸性粒细胞增多、外阴部瘙痒等。  （4）其他：血清氨基转移酶、尿素氮及肌酐轻度升高、蛋白尿、管型尿等。,密封，置阴凉处,http://www.baiji.com.cn/goods-6143.html,http://imgcdn.baiji.com.cn/images/pic5/100/150586_1_2.jpg
127765,9863,,希力舒,复方苯硝那敏片,片剂,200片,国药准字H10930033,神经和肌肉系统,神经和肌肉系统-抗癫痫和抗惊厥药,24,24,山东希力药业有限公司,RX处方登记,本品为复方制剂，由苯巴比妥、硝西泮、马来酸氯苯那敏、维生素B6、羊脑粉等组成。,抗癫痫药。用于单一常规抗癫痫药治疗无效的顽固性癫痫大发作。,,,,密封,http://www.baiji.com.cn/goods-9863.html,http://imgcdn.baiji.com.cn/images/201306/thumb_img/9863_thumb_G_1371635380814.jpg
127913,11759,,希力舒,复方苯硝那敏片,片剂,100片,国药准字H10930033,神经和肌肉系统,神经和肌肉系统-抗癫痫和抗惊厥药,19,19.8,山东希力药业有限公司,RX处方登记,国药准字H10930033,抗癫痫药。用于单一常规抗癫痫药治疗无效的顽固性癫痫大发作,,,,"密闭,避光保存",http://www.baiji.com.cn/goods-11759.html,http://imgcdn.baiji.com.cn/images/201311/thumb_img/11759_thumb_G_1385521185362.JPG
127643,8640,,希安维,复方牛胎肝提取物片,片剂,40mg(多肽)*24片,国药准字H37023809,肝病,肝病-抗肝纤维化药物,57,59.6,山东希力药业有限公司,RX处方登记,牛胎肝提取物、维生素B12、肌醇,用于急、慢性肝炎，肝纤维化，脂肪肝，肝硬化等症的辅助治疗,,,,"密闭,避光保存",http://www.baiji.com.cn/goods-8640.html,
